#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


Entertainment,#genre#
Fox Sports Racing,https://stream.freetv.fun/zoo-moo-kids-3.m3u8
Fox Sports Racing,https://stream.freetv.fun/sada-e-haq-tv-2.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/wlky-tv-news-louisville-ky-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/haberturk-tv-2.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/beach-tv-florida---alabama-2.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/very-alabama-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/beach-tv-myrtle-beach---the-grand-strand-2.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/wbal-tv-news-baltimore-md-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/abc-9-manchester-nh-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/com-brasil-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/tvcom-maceio-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/beach-tv-florida---alabama-3.m3u8
Fox Sports Racing,https://stream.freetv.fun/telecolor-lombardia-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/black-sea-tv-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/ewtn-germany-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/kalaignar-murasu-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/trvl-ch-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/master-tv-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/radio-yaucana-tv-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/radio-yaucana-tv-2.m3u8
Fox Sports Racing,https://stream.freetv.fun/tv-san-jorge-2.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/telenorte-2.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/deluxe-rap-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/l-esprit-sorcier-tv-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/lugansk-24-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/moozro-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/meta-film-tv-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/ssc-action-waleed-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/sports-connect-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/action-hollywood-movies-3.m3u8
Fox Sports Racing,https://stream.freetv.fun/africanews-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/more-than-sports-tv-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/fox-sports-en-espanol-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/twenty-four-news-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/nbc-chicago-news-24-7-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/cnn-news-18-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/citynews-toronto-2.m3u8
Fox Sports Racing,https://stream.freetv.fun/movies-world-1-th-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/movies-world-1-en-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/jamaica-online-tv-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/ndtv-profit-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/imam-hussein-tv-2-arabic-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/magic-action-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/aljazeera-news-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/pluto-tv-record-news-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/sports-news-highlights-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/fresh-news-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/village-of-hastings-on-hudson-ny-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/de-qing-xin-wen-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/wen-shan-zhou-xin-wen-1.ctv
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/chong-ming-dian-shi-2.m3u8
Fox Sports Racing,https://stream.freetv.fun/liangshan-tv-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/zee-business-1.ctv
Fox Sports Racing,https://stream.freetv.fun/action-hollywood-movies-1.m3u8
Fox Sports Racing[geo-blocked],https://stream.freetv.fun/city-of-oakland-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/hmongusa-tv-1.m3u8
Fox Sports Racing,https://stream.freetv.fun/oun-1.m3u8
Sports Network,https://stream.freetv.fun/ch-ng-nbc-sports-network-2.m3u8
Sports Network,https://stream.freetv.fun/women-s-sports-network-1.m3u8
Sports Network,https://stream.freetv.fun/lsn---lax-sports-network-1.m3u8
Sports Network[geo-blocked],https://stream.freetv.fun/nbc-sports-network-1.m3u8
Sports Network,https://stream.freetv.fun/ch-ng-nbc-sports-network-1.m3u8
Sports Network,https://stream.freetv.fun/the-sports-network-4-tv-1.ctv
Sports Network,https://stream.freetv.fun/the-sports-network-tv-1.ctv
Sports Network,https://stream.freetv.fun/eleven-sports-network-1.ctv
Sports Network,https://stream.freetv.fun/the-sports-network-5-tv-1.ctv
Sports Network,https://stream.freetv.fun/the-sports-network-3-tv-1.ctv
Sports Network,https://stream.freetv.fun/the-sports-network-2-tv-1.ctv
SportsNet One,https://stream.freetv.fun/ch-ng-at-t-sportsnet-1.m3u8
SportsNet One,https://stream.freetv.fun/sportsnet-ny-1.ctv
SportsNet One,https://stream.freetv.fun/ch-ng-sportsnet-one-1.m3u8
SportsNet Pacific,https://stream.freetv.fun/ch-ng-sportsnet-pacific-1.m3u8
SportsNet Pacific,https://stream.freetv.fun/sportsnet-360-1.ctv
SportsNet Pacific,https://stream.freetv.fun/sportsnet-1.m3u8
SportsNet West,https://stream.freetv.fun/sportsnews-1.m3u8
SportsNet West,https://stream.freetv.fun/ch-ng-sportsnet-west-1.m3u8
Sportsnet East,https://stream.freetv.fun/att-sportnet-1.ctv
Sportsnet East,https://stream.freetv.fun/sportsnet-360-2.ctv
Sportsnet East,https://stream.freetv.fun/ch-ng-sportsnet-east-1.m3u8
Sportsnet East,https://stream.freetv.fun/at-t-sportsnet-1.m3u8
Sportsnet Ontario,https://stream.freetv.fun/ch-ng-sportsnet-ontario-1.m3u8
TSN 1,https://stream.freetv.fun/tsn-1-2.ctv
TSN 1[geo-blocked],https://stream.freetv.fun/tsn-1-1.m3u8
TSN 1,https://stream.freetv.fun/ch-ng-tsn-1-1.m3u8
TSN 2,https://stream.freetv.fun/ch-ng-tsn-2-1.m3u8
TSN 3,https://stream.freetv.fun/ch-ng-tsn-3-1.m3u8
TSN 4,https://stream.freetv.fun/tsn-1.m3u8
TSN 4,https://stream.freetv.fun/tsn-2.m3u8
TSN 4,https://stream.freetv.fun/tsn-3.m3u8
TVA SPORT,https://stream.freetv.fun/rtasport-1.m3u8
TVA SPORT,https://stream.freetv.fun/rta-sport-1.m3u8
