#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


綜藝,#genre#
八大綜合[geo-blocked],https://stream.freetv.fun/ba-da-zong-he-3.ctv
八大綜合[geo-blocked],https://stream.freetv.fun/ba-da-zong-he-4.ctv
八大綜合,https://stream.freetv.fun/ba-da-zong-he-2.m3u8
八大綜合[geo-blocked],https://stream.freetv.fun/ba-da-zong-he-1.m3u8
八大綜藝[geo-blocked],https://stream.freetv.fun/ba-da-zong-yi-1.ctv
八大綜藝[geo-blocked],https://stream.freetv.fun/ba-da-zong-yi-2.ctv
公視[geo-blocked],https://stream.freetv.fun/gong-shi-2.m3u8
公視[geo-blocked],https://stream.freetv.fun/gong-shi-1.ctv
公視,https://stream.freetv.fun/gong-shi-3.m3u8
公視[geo-blocked],https://stream.freetv.fun/gong-shi-4.ctv
公視3[geo-blocked],https://stream.freetv.fun/gong-shi-3-1.ctv
公視3[geo-blocked],https://stream.freetv.fun/gong-shi-3-2.ctv
公視臺語臺[geo-blocked],https://stream.freetv.fun/gong-shi-tai-yu-1.ctv
公視臺語臺[geo-blocked],https://stream.freetv.fun/gong-shi-tai-yu-2.ctv
國會頻道1[geo-blocked],https://stream.freetv.fun/guo-hui--1-2.m3u8
國會頻道1,https://stream.freetv.fun/guo-hui--1-3.m3u8
國會頻道1,https://stream.freetv.fun/guo-hui--1-1.m3u8
國會頻道2,https://stream.freetv.fun/guo-hui--2-1.m3u8
客家電視[geo-blocked],https://stream.freetv.fun/ke-jia-dian-shi-1.ctv
客家電視,https://stream.freetv.fun/ke-jia-dian-shi-2.ctv
東森綜合,https://stream.freetv.fun/dong-sen-zong-he-1.ctv
東森綜合[geo-blocked],https://stream.freetv.fun/dong-sen-zong-he-2.ctv
東森綜合[geo-blocked],https://stream.freetv.fun/dong-sen-zong-he-3.ctv
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-2.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-4.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-5.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-6.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-3.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-1.m3u8
東森美洲衛視,https://stream.freetv.fun/dong-sen-mei-zhou-wei-shi-1.m3u8
東森超視,rtmp://220.130.201.73/sat/tv331
東森超視,rtmp://f13h.mine.nu/sat/tv331
東森超視[geo-blocked],https://stream.freetv.fun/dong-sen-chao-shi-6.ctv
東森超視[geo-blocked],https://stream.freetv.fun/dong-sen-chao-shi-7.ctv
東森超視,rtmp://f13h.mine.nu/sat/tv331
東森超視,rtmp://f13h.mine.nu/sat/tv331
東森超視,rtmp://220.130.201.73/sat/tv331
民視,https://stream.freetv.fun/min-shi-6.ctv
民視[geo-blocked],https://stream.freetv.fun/min-shi-7.ctv
民視,rtmp://f13h.mine.nu/sat/tv051
民視[geo-blocked],https://stream.freetv.fun/min-shi-2.m3u8
民視,rtmp://220.130.201.73/sat/tv051
民視,rtmp://f13h.mine.nu/sat/tv051
民視,rtmp://f13h.mine.nu/sat/tv051
民視第一台[geo-blocked],https://stream.freetv.fun/min-shi-di-yi-2.ctv
民視第一台[geo-blocked],https://stream.freetv.fun/min-shi-di-yi-3.ctv
民視臺灣台[geo-blocked],https://stream.freetv.fun/min-shi-tai-wan-4.ctv
民視臺灣臺[geo-blocked],https://stream.freetv.fun/min-shi-tai-wan-3.m3u8
民視臺灣臺[geo-blocked],https://stream.freetv.fun/min-shi-tai-wan-2.ctv
緯來綜合[geo-blocked],https://stream.freetv.fun/wei-lai-zong-he-1.ctv
緯來綜合[geo-blocked],https://stream.freetv.fun/wei-lai-zong-he-2.ctv
緯來綜合[geo-blocked],https://stream.freetv.fun/wei-lai-zong-he-3.m3u8
緯來育樂,rtmp://220.130.201.73/sat/tv701
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來育樂,rtmp://220.130.201.73/sat/tv701
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
臺視綜合[geo-blocked],https://stream.freetv.fun/tai-shi-zong-he-1.m3u8
華視,https://stream.freetv.fun/hua-shi-4.ctv
華視,https://stream.freetv.fun/hua-shi-5.ctv
華視,rtmp://f13h.mine.nu/sat/tv111
華視,rtmp://f13h.mine.nu/sat/tv111
華視[geo-blocked],https://stream.freetv.fun/hua-shi-1.m3u8
靖天國際[geo-blocked],https://stream.freetv.fun/jing-tian-guo-ji-1.m3u8
兒童,#genre#
Animax[geo-blocked],https://stream.freetv.fun/animax-qia-tong-1.ctv
Animax,https://stream.freetv.fun/ch-ng-bs-animax-1.m3u8
Animax[geo-blocked],https://stream.freetv.fun/animax-qia-tong-2.ctv
Animax,https://stream.freetv.fun/animax-philippines-1.ctv
Animax,https://stream.freetv.fun/animax-2.ctv
MOMO親子臺[geo-blocked],https://stream.freetv.fun/momo-qin-zi-1.ctv
MOMO親子臺[geo-blocked],https://stream.freetv.fun/momo-qin-zi-2.ctv
尼克兒童臺[geo-blocked],https://stream.freetv.fun/ni-ke-er-tong-1.ctv
尼克兒童臺[geo-blocked],https://stream.freetv.fun/ni-ke-er-tong-2.ctv
東森幼幼[geo-blocked],https://stream.freetv.fun/dong-sen-you-you-2.ctv
東森幼幼[geo-blocked],https://stream.freetv.fun/dong-sen-you-you-3.ctv
東森幼幼[geo-blocked],https://stream.freetv.fun/dong-sen-you-you-1.m3u8
龍華動畫,https://stream.freetv.fun/long-hua-dong-hua-1.ctv
知識,#genre#
DISCOVERY Channel,https://stream.freetv.fun/ph-discovery-channel-1.ctv
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-10.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-11.ctv
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-12.ctv
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-13.m3u8
DISCOVERY Channel,https://stream.freetv.fun/astro-discovery-channel-1.ctv
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-14.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-15.ctv
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-16.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-cee-1.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-5.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-6.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-7.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-8.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-1.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-2.m3u8
DISCOVERY Channel,https://stream.freetv.fun/ch-ng-discovery-channels-1.m3u8
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-3.ctv
DISCOVERY HD WORLD,https://stream.freetv.fun/discovery-world-1.m3u8
DISCOVERY SCIENCE TW,https://stream.freetv.fun/discovery-science-1.m3u8
Global Trekker,https://stream.freetv.fun/global-trekker-cdn6-1.m3u8
Global Trekker,https://stream.freetv.fun/global-trekker-channel-cdn6-1.m3u8
Global Trekker,https://stream.freetv.fun/globaltrekker-1.ctv
Global Trekker,https://stream.freetv.fun/globaltrekker-2.ctv
Love Nature[geo-blocked],https://stream.freetv.fun/love-nature-4.m3u8
Love Nature,https://stream.freetv.fun/lovenature4k-4.m3u8
Love Nature[geo-blocked],https://stream.freetv.fun/love-nature-7.m3u8
Love Nature[geo-blocked],https://stream.freetv.fun/love-nature-1.m3u8
Love Nature,https://stream.freetv.fun/love-nature-2.m3u8
Love Nature,https://stream.freetv.fun/lovenature4k-3.m3u8
Love Nature,https://stream.freetv.fun/love-nature-5.m3u8
Love Nature,https://stream.freetv.fun/love-nature-3.m3u8
Love Nature,https://stream.freetv.fun/lovenature4k-2.m3u8
Love Nature,https://stream.freetv.fun/lovenature4k-1.m3u8
Nat Geo(TW),https://stream.freetv.fun/natgeo-japan-1.m3u8
Nat Geo(TW),https://stream.freetv.fun/nat-geo-2.m3u8
Nat Geo(TW),https://stream.freetv.fun/nat-geo-3.m3u8
Nat Geo(TW),https://stream.freetv.fun/nat-geo-5.ctv
Nat Geo(TW),https://stream.freetv.fun/nat-geo-8.m3u8
Nat Geo(TW),https://stream.freetv.fun/nat-geo-1.ctv
Smithsonian Channel[geo-blocked],https://stream.freetv.fun/smithsonian-channel-selects-1.m3u8
電影,#genre#
AMC電影,https://stream.freetv.fun/amcdian-ying-1.m3u8
Hollywood,https://stream.freetv.fun/hollywood-1.m3u8
Hollywood,https://stream.freetv.fun/young-hollywood-1.m3u8
Hollywood,https://stream.freetv.fun/hollywood-2.m3u8
Hollywood,https://stream.freetv.fun/young-hollywood-2.m3u8
Hollywood,https://stream.freetv.fun/made-in-hollywood-2.m3u8
Hollywood,https://stream.freetv.fun/made-in-hollywood-1.m3u8
ROCK Extreme,https://stream.freetv.fun/ph-rock-extreme-1.ctv
三立戲劇,https://stream.freetv.fun/san-li-xi-ju-1.m3u8
三立戲劇[geo-blocked],https://stream.freetv.fun/san-li-xi-ju-2.ctv
三立戲劇[geo-blocked],https://stream.freetv.fun/san-li-xi-ju-3.m3u8
三立戲劇[geo-blocked],https://stream.freetv.fun/san-li-xi-ju-4.ctv
八大戲劇HD[geo-blocked],https://stream.freetv.fun/ba-da-xi-ju-tai-hd-1.m3u8
好萊塢電影[geo-blocked],https://stream.freetv.fun/hao-lai-wu-dian-ying-2.ctv
好萊塢電影[geo-blocked],https://stream.freetv.fun/hao-lai-wu-dian-ying-1.ctv
東森戲劇,https://stream.freetv.fun/dong-sen-xi-ju-2.ctv
東森戲劇[geo-blocked],https://stream.freetv.fun/dong-sen-xi-ju-1.ctv
東森戲劇[geo-blocked],https://stream.freetv.fun/dong-sen-xi-ju-3.ctv
東森洋片[geo-blocked],https://stream.freetv.fun/dong-sen-yang-pian-1.ctv
東森洋片[geo-blocked],https://stream.freetv.fun/dong-sen-yang-pian-3.ctv
東森洋片,https://stream.freetv.fun/dong-sen-yang-pian-2.ctv
東森電影,https://stream.freetv.fun/dong-sen-dian-ying-2.ctv
東森電影[geo-blocked],https://stream.freetv.fun/dong-sen-dian-ying-1.ctv
東森電影[geo-blocked],https://stream.freetv.fun/dong-sen-dian-ying-3.ctv
民視影劇臺[geo-blocked],https://stream.freetv.fun/min-shi-ying-ju-1.ctv
民視影劇臺,https://stream.freetv.fun/min-shi-ying-ju-2.ctv
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-1.m3u8
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-2.m3u8
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-3.ctv
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-4.m3u8
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-5.m3u8
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-10.m3u8
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-6.m3u8
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-7.m3u8
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-8.ctv
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-9.m3u8
緯來戲劇[geo-blocked],https://stream.freetv.fun/wei-lai-xi-ju-1.m3u8
緯來戲劇[geo-blocked],https://stream.freetv.fun/wei-lai-xi-ju-2.ctv
緯來戲劇[geo-blocked],https://stream.freetv.fun/wei-lai-xi-ju-3.ctv
緯來電影[geo-blocked],https://stream.freetv.fun/wei-lai-dian-ying-2.m3u8
緯來電影[geo-blocked],https://stream.freetv.fun/wei-lai-dian-ying-1.ctv
緯來電影[geo-blocked],https://stream.freetv.fun/wei-lai-dian-ying-3.ctv
靖天戲劇[geo-blocked],https://stream.freetv.fun/jing-tian-xi-ju-2.ctv
靖天戲劇[geo-blocked],https://stream.freetv.fun/jing-tian-xi-ju-3.ctv
靖天電影[geo-blocked],https://stream.freetv.fun/jing-tian-dian-ying-1.ctv
靖天電影,https://stream.freetv.fun/jing-tian-dian-ying-2.ctv
龍祥電影[geo-blocked],https://stream.freetv.fun/long-xiang-dian-ying-1.ctv
龍祥電影[geo-blocked],https://stream.freetv.fun/long-xiang-dian-ying-2.ctv
龍華偶像[geo-blocked],https://stream.freetv.fun/long-hua-ou-xiang-1.m3u8
龍華戲劇[geo-blocked],https://stream.freetv.fun/long-hua-xi-ju-2.m3u8
龍華洋片[geo-blocked],https://stream.freetv.fun/long-hua-yang-pian-1.m3u8
龍華電影[geo-blocked],https://stream.freetv.fun/long-hua-dian-ying-2.m3u8
龍華電影[geo-blocked],https://stream.freetv.fun/long-hua-dian-ying-3.ctv
龍華電影[geo-blocked],https://stream.freetv.fun/long-hua-dian-ying-4.ctv
新聞,#genre#
Taiwan Plus[geo-blocked],https://stream.freetv.fun/taiwan-plus-tv-1.m3u8
Taiwan Plus[geo-blocked],https://stream.freetv.fun/ch-ng-taiwan-plus-1.m3u8
三立INEWS FHD[geo-blocked],https://stream.freetv.fun/san-li-inews-3.ctv
三立INEWS FHD,https://stream.freetv.fun/san-li-inews-2.ctv
三立INEWS FHD[geo-blocked],https://stream.freetv.fun/san-li-inews-1.m3u8
三立新聞,https://stream.freetv.fun/san-li-xin-wen--plus-1.m3u8
三立新聞[geo-blocked],https://stream.freetv.fun/san-li-xin-wen-4.ctv
三立新聞,https://stream.freetv.fun/san-li--xin-wen-1.m3u8
三立新聞[geo-blocked],https://stream.freetv.fun/san-li-xin-wen-5.ctv
三立新聞[geo-blocked],https://stream.freetv.fun/san-li-xin-wen-1.m3u8
三立新聞,https://stream.freetv.fun/san-li-xin-wen-3.m3u8
三立新聞[geo-blocked],https://stream.freetv.fun/san-li-xin-wen-2.m3u8
中天新聞[geo-blocked],https://stream.freetv.fun/zhong-tian-xin-wen-6.m3u8
中天新聞,https://stream.freetv.fun/zhong-tian-xin-wen-3.m3u8
中天新聞,https://stream.freetv.fun/zhong-tian-xin-wen-4.m3u8
中天新聞,https://stream.freetv.fun/zhong-tian-xin-wen-7.ctv
中天新聞,https://stream.freetv.fun/zhong-tian-xin-wen-5.ctv
中天新聞,https://stream.freetv.fun/zhong-tian-xin-wen-2.m3u8
中天新聞[geo-blocked],https://stream.freetv.fun/zhong-tian-xin-wen-1.m3u8
中視新聞[geo-blocked],https://stream.freetv.fun/zhong-shi-xin-wen-6.m3u8
中視新聞,https://stream.freetv.fun/zhong-shi-xin-wen-2.m3u8
中視新聞,https://stream.freetv.fun/zhong-shi-xin-wen-3.m3u8
中視新聞,https://stream.freetv.fun/zhong-shi-xin-wen-4.m3u8
中視新聞[geo-blocked],https://stream.freetv.fun/zhong-shi-xin-wen-5.ctv
中視新聞,https://stream.freetv.fun/zhong-shi--xin-wen-1.m3u8
中視新聞[geo-blocked],https://stream.freetv.fun/zhong-shi-xin-wen-7.ctv
中視新聞[geo-blocked],https://stream.freetv.fun/zhong-shi-xin-wen-1.m3u8
台視新聞[geo-blocked],https://stream.freetv.fun/tai-shi-xin-wen-21.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-22.ctv
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-7.m3u8
台視新聞[geo-blocked],https://stream.freetv.fun/tai-shi-xin-wen-20.ctv
台視新聞[geo-blocked],https://stream.freetv.fun/tai-shi-xin-wen-19.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-1.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-2.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-3.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-4.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-5.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-6.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-8.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-9.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-11.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-12.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-15.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-16.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-18.m3u8
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-10.m3u8
壹新聞[geo-blocked],https://stream.freetv.fun/yi-xin-wen-1.m3u8
壹新聞[geo-blocked],https://stream.freetv.fun/yi-xin-wen-3.ctv
壹新聞,https://stream.freetv.fun/yi-xin-wen-2.ctv
大立電視臺,https://stream.freetv.fun/da-li-dian-shi-1.m3u8
寰宇新聞,https://stream.freetv.fun/huan-yu-xin-wen-2.m3u8
寰宇新聞,https://stream.freetv.fun/huan-yu-xin-wen-4.m3u8
寰宇新聞[geo-blocked],https://stream.freetv.fun/huan-yu-xin-wen-5.m3u8
寰宇新聞,https://stream.freetv.fun/huan-yu-xin-wen-6.ctv
寰宇新聞[geo-blocked],https://stream.freetv.fun/huan-yu-xin-wen-1.m3u8
寰宇新聞[geo-blocked],https://stream.freetv.fun/huan-yu-xin-wen-3.ctv
東森新聞[geo-blocked],https://stream.freetv.fun/dong-sen-xin-wen-8.m3u8
東森新聞,https://stream.freetv.fun/dong-sen-xin-wen-6.m3u8
東森新聞[geo-blocked],https://stream.freetv.fun/dong-sen-xin-wen-7.ctv
東森新聞[geo-blocked],https://stream.freetv.fun/dong-sen-xin-wen-4.ctv
東森新聞[geo-blocked],https://stream.freetv.fun/dong-sen-xin-wen-1.m3u8
東森新聞[geo-blocked],https://stream.freetv.fun/dong-sen-xin-wen-3.m3u8
東森財經[geo-blocked],https://stream.freetv.fun/dong-sen-cai-jing-1.m3u8
東森財經[geo-blocked],https://stream.freetv.fun/dong-sen-cai-jing-2.m3u8
東森財經新聞[geo-blocked],https://stream.freetv.fun/dong-sen-cai-jing-xin-wen-2.ctv
東森財經新聞,https://stream.freetv.fun/dong-sen--cai-jing-xin-wen-1.m3u8
東森財經新聞[geo-blocked],https://stream.freetv.fun/dong-sen-cai-jing-xin-wen-3.ctv
民視新聞[geo-blocked],https://stream.freetv.fun/min-shi-xin-wen-18.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-13.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-14.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-12.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-3.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-9.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-10.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-17.ctv
民視新聞,https://stream.freetv.fun/min-shi--xin-wen-2.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-1.m3u8
民視新聞[geo-blocked],https://stream.freetv.fun/min-shi-xin-wen-15.ctv
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-11.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-7.m3u8
民視新聞,https://stream.freetv.fun/min-shi--xin-wen-1.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-2.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-5.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-6.m3u8
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-8.m3u8
民視新聞 HD,https://stream.freetv.fun/min-shi-xin-wen-4.m3u8
臺視新聞,https://stream.freetv.fun/tai-shi--xin-wen-1.m3u8
臺視新聞,https://stream.freetv.fun/tai-shi-xin-wen-17.m3u8
臺視新聞,https://stream.freetv.fun/tai-shi-xin-wen-13.m3u8
臺視新聞,https://stream.freetv.fun/tai-shi-xin-wen-14.m3u8
臺視財經[geo-blocked],https://stream.freetv.fun/tai-shi-cai-jing-2.m3u8
華視新聞,https://stream.freetv.fun/hua-shi--xin-wen-1.m3u8
鏡新聞,https://stream.freetv.fun/jing-xin-wen-1.m3u8
鏡新聞,https://stream.freetv.fun/jing--xin-wen-1.m3u8
其它,#genre#
115新天地民俗臺[geo-blocked],https://stream.freetv.fun/khbs-tv-news-fort-smith-ar-3.m3u8
115新天地民俗臺,https://stream.freetv.fun/si-chuan---ma-er-kang-zong-he-1.m3u8
115新天地民俗臺,https://stream.freetv.fun/bian-chong-ren-dian-ying-1.ctv
EYE TV旅遊[geo-blocked],https://stream.freetv.fun/eye-lu-you-1.ctv
EYE TV旅遊[geo-blocked],https://stream.freetv.fun/eye-lu-you-2.ctv
Food Network(TW),https://stream.freetv.fun/food-1.m3u8
PET CLUB TV,https://stream.freetv.fun/pet-club-tv-1.m3u8
