#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


Entertainment,#genre#
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-1.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-2.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-2-4.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-5.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-3.m3u8
Kids,#genre#
Anime All Day[geo-blocked],https://stream.freetv.fun/anime-all-day-1.m3u8
Boomerang[geo-blocked],https://stream.freetv.fun/boomerang-1.ctv
Boomerang[geo-blocked],https://stream.freetv.fun/boomerang-2.ctv
Boomerang,https://stream.freetv.fun/boomerang-thailand-1.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-9.ctv
Cartoon Network,https://stream.freetv.fun/cartoon-network-10.ctv
Cartoon Network,https://stream.freetv.fun/carton-network-1.ctv
Cartoon Network,https://stream.freetv.fun/cartoon-network-3.ctv
Cartoon Network,https://stream.freetv.fun/cartoon-network-11.m3u8
Cartoon Network,https://stream.freetv.fun/ph-cartoon-network-1.ctv
Cartoon Network,https://stream.freetv.fun/cartoon-network-8.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-japan-1.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-1.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-2.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-russia-1.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-6.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-hd-1.m3u8
Cartoon Network,https://stream.freetv.fun/cartoon-network-7.m3u8
Cartoon Nitro,https://stream.freetv.fun/nitro-1.m3u8
Cetelmon TV,https://stream.freetv.fun/cetelmon-tv-1.m3u8
Discovery Family,https://stream.freetv.fun/discovery-family-2.ctv
Discovery Family[geo-blocked],https://stream.freetv.fun/discovery-family-1.m3u8
Disney,https://stream.freetv.fun/disney-3.m3u8
Disney Channel,https://stream.freetv.fun/disney-channel-7.ctv
Disney Channel,https://stream.freetv.fun/disney-channel-8.m3u8
Disney Channel,https://stream.freetv.fun/disney-channel-9.ctv
Disney Channel,https://stream.freetv.fun/disney-channel-6.ctv
Disney Channel,https://stream.freetv.fun/disney-channel-4.m3u8
Disney Channel,https://stream.freetv.fun/disney-channel-5.m3u8
Disney Channel,https://stream.freetv.fun/ph-disney-channel-1.ctv
Disney Channel,https://stream.freetv.fun/disney-channel-2.m3u8
Disney Channel,https://stream.freetv.fun/disney-channel-1.m3u8
Disney Channel,https://stream.freetv.fun/disney-channel-3.ctv
Disney Jr,https://stream.freetv.fun/disney-jr-3.m3u8
Disney Jr,https://stream.freetv.fun/disney-jr-4.m3u8
Disney Jr,https://stream.freetv.fun/disney-jr-5.m3u8
Disney Jr,https://stream.freetv.fun/disney-jr-2.m3u8
Disney Jr,https://stream.freetv.fun/disney-jr-1.ctv
Disney Junior[geo-blocked],https://stream.freetv.fun/disneyjunior-1.m3u8
Disney Junior,https://stream.freetv.fun/disney-1.ctv
Disney Junior,https://stream.freetv.fun/disney-2.ctv
Disney Junior,https://stream.freetv.fun/disney-junior-4.ctv
Disney Junior,https://stream.freetv.fun/disney-junior-3.m3u8
Disney Junior,https://stream.freetv.fun/disney-junior-1.m3u8
Disney Junior,https://stream.freetv.fun/disney-junior-2.m3u8
Disney Junior,https://stream.freetv.fun/deizuniziyunia---disney-junior-1.m3u8
Disney XD,https://stream.freetv.fun/disney-xd-1.m3u8
Disney XD,https://stream.freetv.fun/disney-xd-2.m3u8
Disney XD,https://stream.freetv.fun/disney-xd-4.m3u8
Disney XD,https://stream.freetv.fun/disney-xd-3.m3u8
DreamWorks,https://stream.freetv.fun/dreamworks-1.ctv
DreamWorks,https://stream.freetv.fun/dreamworks-tv-1.m3u8
DreamWorks,https://stream.freetv.fun/ph-dreamworks-1.ctv
DreamWorks,https://stream.freetv.fun/ph-dreamworks-2.ctv
Family Guy,https://stream.freetv.fun/mm-family-guy-1.m3u8
Freeform TV,https://stream.freetv.fun/reforma-tv-1.m3u8
Futurama,https://stream.freetv.fun/futurama-1.m3u8
Kids Channel,https://stream.freetv.fun/canela-kids-1.m3u8
Kids Channel,https://stream.freetv.fun/kids-channel-1.m3u8
Kids Channel,https://stream.freetv.fun/canela-kids-2.m3u8
Nick Jr.,https://stream.freetv.fun/nick-jr-2.m3u8
Nick Jr.,https://stream.freetv.fun/nick-jr-4.m3u8
Nickelodeon[geo-blocked],https://stream.freetv.fun/nickelodeon-junior-1.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-7.m3u8
Nickelodeon,https://stream.freetv.fun/ch-ng-nickelodeon-1.ctv
Nickelodeon,https://stream.freetv.fun/ph-nickelodeon-1.ctv
Nickelodeon,https://stream.freetv.fun/27-286-nickelodeon-1.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-8.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-5.ctv
Nickelodeon,https://stream.freetv.fun/nickelodeon-3.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-6.m3u8
Nickelodeon[geo-blocked],https://stream.freetv.fun/nickelodeon-junior-2.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-australia-1.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-1.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-2.m3u8
Nickelodeon,https://stream.freetv.fun/nickelodeon-australia-2.m3u8
Nickelodeon[geo-blocked],https://stream.freetv.fun/nickelodeon-4.m3u8
PBS Kids[geo-blocked],https://stream.freetv.fun/pbs-kids-2.m3u8
PBS Kids,https://stream.freetv.fun/mei-guo-ce-shi-pbs-kids-1.ctv
PBS Kids[geo-blocked],https://stream.freetv.fun/pbs-kids-1.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-2.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-3.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-en-espanol-1.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-4.m3u8
Toon Goggles[geo-blocked],https://stream.freetv.fun/toon-goggles-5.m3u8
Toon Goggles[geo-blocked],https://stream.freetv.fun/toon-goggles-6.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-7.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-8.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-en-espanol-2.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-en-espanol-3.m3u8
Toon Goggles,https://stream.freetv.fun/toon-goggles-9.m3u8
Toon Goggles[geo-blocked],https://stream.freetv.fun/toon-googles-1.m3u8
Toon Goggles[geo-blocked],https://stream.freetv.fun/toon-goggles-1.m3u8
Tooncast,https://stream.freetv.fun/tooncast-2.m3u8
Tooncast,https://stream.freetv.fun/tooncast-1.m3u8
Universal Kids,https://stream.freetv.fun/mei-guo-ce-shi-universal-kids-1.ctv
迪士尼[geo-blocked],https://stream.freetv.fun/di-shi-ni-1.ctv
迪士尼[geo-blocked],https://stream.freetv.fun/di-shi-ni-2.ctv
Knowledge,#genre#
Amazing Discoveries TV USA,https://stream.freetv.fun/amazing-discoveries-tv-1.m3u8
Amazing Discoveries TV USA,https://stream.freetv.fun/amazing-discoveries-tv-2.m3u8
Amazing Discoveries TV USA,https://stream.freetv.fun/amazing-discoveries-tv-3.m3u8
Animal Planet,https://stream.freetv.fun/animal-planet-3.m3u8
Animal Planet,https://stream.freetv.fun/ch-ng-animal-planet-3.ctv
Animal Planet,https://stream.freetv.fun/ch-ng-animal-planet-2.m3u8
Animal Planet,https://stream.freetv.fun/animal-planet-10.m3u8
Animal Planet,https://stream.freetv.fun/animal-planet-14.ctv
Animal Planet,https://stream.freetv.fun/animal-planet-6.m3u8
Animal Planet,https://stream.freetv.fun/animal-planet-5.m3u8
Animal Planet,https://stream.freetv.fun/animal-planet-7.ctv
Animal Planet,https://stream.freetv.fun/animal-planet-8.m3u8
Animal Planet,https://stream.freetv.fun/animal-planet-9.ctv
Animal Planet,https://stream.freetv.fun/ph-animal-planet-1.ctv
Animal Planet,https://stream.freetv.fun/animal-planet-1.ctv
Animal Planet,https://stream.freetv.fun/animal-planet-2.m3u8
Animal Planet,https://stream.freetv.fun/ch-ng-animal-planet-1.m3u8
Animal Planet,https://stream.freetv.fun/animal-planet-4.m3u8
CI TV,https://stream.freetv.fun/cali-tv-1.m3u8
Crime Investigation,https://stream.freetv.fun/ph-crime-investigation-sd-1.ctv
Crime Investigation,https://stream.freetv.fun/crime-investigation-1.ctv
Crime Investigation,https://stream.freetv.fun/crime-investigation-2.ctv
Crime Investigation,https://stream.freetv.fun/ch-ng-crime--plus--investigation-1.m3u8
DISCOVERY SCIENCE ,https://stream.freetv.fun/discovery-science-cee-1.m3u8
DISCOVERY SCIENCE ,https://stream.freetv.fun/discovery-science-asia-1.m3u8
DISCOVERY SCIENCE ,https://stream.freetv.fun/ch-ng-discovery-science-2.ctv
DISCOVERY SCIENCE ,https://stream.freetv.fun/discovery-science-5.ctv
DISCOVERY SCIENCE ,https://stream.freetv.fun/ch-ng-discovery-science-1.m3u8
Da Vinci,https://stream.freetv.fun/da-vinci-1.m3u8
Da Vinci,https://stream.freetv.fun/davinci-1.m3u8
Discovery ASIA,https://stream.freetv.fun/discovery-turbo-asia-1.m3u8
Discovery ASIA,https://stream.freetv.fun/ph-discovery-asia-1.ctv
Discovery ASIA,https://stream.freetv.fun/asharq-discovery-1.m3u8
Discovery ASIA,https://stream.freetv.fun/asharq-discovery-2.m3u8
Discovery ASIA,https://stream.freetv.fun/discovery-asia-2.m3u8
Discovery HD,https://stream.freetv.fun/ch-ng-discovery-1.ctv
Discovery HD,https://stream.freetv.fun/308-discovery-1.m3u8
Discovery HD,https://stream.freetv.fun/discovery-5.ctv
Discovery HD,https://stream.freetv.fun/discovery-h-h-2.ctv
Discovery HD,https://stream.freetv.fun/discovery-h-h-3.ctv
Discovery HD,https://stream.freetv.fun/discovery-theater-2.ctv
Discovery HD,https://stream.freetv.fun/discovery-hindi-1.ctv
Discovery HD,https://stream.freetv.fun/discovery-6.ctv
Discovery HD,https://stream.freetv.fun/discovery-2.ctv
Discovery HD,https://stream.freetv.fun/ch-ng-discovery-kid-1.m3u8
Discovery LIFE,https://stream.freetv.fun/discovery-world-2.ctv
Fyi,https://stream.freetv.fun/fyi-1.ctv
HGTV[geo-blocked],https://stream.freetv.fun/hgtv-5.m3u8
HGTV,https://stream.freetv.fun/hgtv-6.m3u8
HGTV[geo-blocked],https://stream.freetv.fun/hgtv-7.m3u8
HGTV,https://stream.freetv.fun/hgtv-8.ctv
HGTV,https://stream.freetv.fun/hgtv-9.ctv
HGTV,https://stream.freetv.fun/ph-hgtv-1.ctv
HGTV,https://stream.freetv.fun/hgtv-1.m3u8
HGTV,https://stream.freetv.fun/hgtv-2.m3u8
HGTV,https://stream.freetv.fun/hgtv-4.m3u8
HGTV,https://stream.freetv.fun/hgtv-10.ctv
HGTV,https://stream.freetv.fun/hgtv-3.m3u8
History,https://stream.freetv.fun/viju-history-1.m3u8
History,https://stream.freetv.fun/history-time-1.m3u8
History,https://stream.freetv.fun/citrus-history-1.m3u8
History,https://stream.freetv.fun/eye-history-1.m3u8
History,https://stream.freetv.fun/kli-history-1.m3u8
History,https://stream.freetv.fun/history-3.m3u8
History,https://stream.freetv.fun/history-4.m3u8
History[geo-blocked],https://stream.freetv.fun/history-1-1.m3u8
History,https://stream.freetv.fun/history-5.ctv
History,https://stream.freetv.fun/ch-ng-history-1.m3u8
History,https://stream.freetv.fun/history-hit-1.m3u8
History,https://stream.freetv.fun/pbs-history-1.m3u8
History[geo-blocked],https://stream.freetv.fun/history-365-1.m3u8
History,https://stream.freetv.fun/ch-ng-history-2.ctv
History,https://stream.freetv.fun/ph-history-1.ctv
History,https://stream.freetv.fun/318-history-1.m3u8
History[geo-blocked],https://stream.freetv.fun/history-7.ctv
History[geo-blocked],https://stream.freetv.fun/history-8.m3u8
History,https://stream.freetv.fun/cs-history-1.m3u8
History,https://stream.freetv.fun/history-10.ctv
History[geo-blocked],https://stream.freetv.fun/history-9.ctv
History,https://stream.freetv.fun/true-history-1.m3u8
History,https://stream.freetv.fun/history-1.m3u8
History,https://stream.freetv.fun/history-2.m3u8
History,https://stream.freetv.fun/true-history-2.m3u8
History,https://stream.freetv.fun/bcu-history-1.m3u8
History 2,https://stream.freetv.fun/history-2-1.m3u8
History 2,https://stream.freetv.fun/320-history2-1.m3u8
History 2[geo-blocked],https://stream.freetv.fun/history-2-4.ctv
History 2[geo-blocked],https://stream.freetv.fun/history-2-5.ctv
History 2 HD,https://stream.freetv.fun/history-2-2.ctv
History 2 HD,https://stream.freetv.fun/history-2-3.ctv
Investigation Discovery,https://stream.freetv.fun/investigation-discovery-asia-1.m3u8
Investigation Discovery,https://stream.freetv.fun/234-investigation-discovery-la-1.m3u8
Investigation Discovery,https://stream.freetv.fun/id---investigation-discovery-1.ctv
Investigation Discovery,https://stream.freetv.fun/ch-ng-investigation-discovery-1.m3u8
Investigation Discovery,https://stream.freetv.fun/investigation-discovery-1.m3u8
MotorTrend [geo-blocked],https://stream.freetv.fun/motortrend-fast-tv-1.m3u8
MotorTrend ,https://stream.freetv.fun/motortrend-1.m3u8
NASA TV,https://stream.freetv.fun/nasa-tv-3.ctv
NASA TV,https://stream.freetv.fun/nasa-tv-2.m3u8
NASA TV,https://stream.freetv.fun/nasa-tv4k-1.ctv
NASA TV HD,https://stream.freetv.fun/nasa-tv-1.m3u8
NAT GEO WILD,https://stream.freetv.fun/natgeowild-1.m3u8
NAT GEO WILD,https://stream.freetv.fun/natgeo-wild-1.ctv
NAT GEO WILD,https://stream.freetv.fun/mei-guo-ce-shi-nat-geo-wild-1.ctv
NAT GEO WILD,https://stream.freetv.fun/nat-geo-wild-2.ctv
NAT WILD HD,https://stream.freetv.fun/nat-geo-wild-de-1.m3u8
Nat Geo People,https://stream.freetv.fun/natgeopeople-1.m3u8
Outdoor Channel,https://stream.freetv.fun/outdoor-channel-4.m3u8
Outdoor Channel,https://stream.freetv.fun/mei-guo-ce-shi-outdoor-channel-1.ctv
Outdoor Channel,https://stream.freetv.fun/outdoor-channel-1.m3u8
Outdoor Channel,https://stream.freetv.fun/outdoor-channel-3.m3u8
Outdoor Channel HD,https://stream.freetv.fun/outdoor-channel-2.m3u8
Outdoor Channel HD,https://stream.freetv.fun/outdoor-1.m3u8
Sundance channel,https://stream.freetv.fun/sundance-1.m3u8
TLC,https://stream.freetv.fun/tlc-4.m3u8
TLC,https://stream.freetv.fun/tlc-5.m3u8
TLC,https://stream.freetv.fun/tlc-6.m3u8
TLC,https://stream.freetv.fun/tlc-8.m3u8
TLC,https://stream.freetv.fun/tlc-9.ctv
TLC,https://stream.freetv.fun/tlc-1.m3u8
TLC,https://stream.freetv.fun/tlc-2.ctv
TLC[geo-blocked],https://stream.freetv.fun/tlc-3.m3u8
Travel Channel,https://stream.freetv.fun/travel-channel-2.m3u8
Travel Channel,https://stream.freetv.fun/ch-ng-travel-channel-1.m3u8
Travel Channel,https://stream.freetv.fun/ph-travel-channel-1.ctv
Travel Channel,https://stream.freetv.fun/travel-channel-1.m3u8
Trvl Channel,https://stream.freetv.fun/trvl-channel-1.m3u8
動物星球,https://stream.freetv.fun/dong-wu-xing-qiu-1.m3u8
國家地理[geo-blocked],https://stream.freetv.fun/guo-jia-di-li--ye-sheng-1.ctv
國家地理[geo-blocked],https://stream.freetv.fun/guo-jia-di-li-1.m3u8
國家地理[geo-blocked],https://stream.freetv.fun/guo-jia-di-li--ye-sheng-2.ctv
Movies,#genre#
5 Star Max USA,https://stream.freetv.fun/5-star-max-1.ctv
AMC[geo-blocked],https://stream.freetv.fun/amc-6.m3u8
AMC,https://stream.freetv.fun/amc-7.m3u8
AMC,https://stream.freetv.fun/amc-1.m3u8
AMC,https://stream.freetv.fun/amc-2.m3u8
AMC,https://stream.freetv.fun/amc-3.m3u8
AMC,https://stream.freetv.fun/amc-4.m3u8
AMC,https://stream.freetv.fun/amc-5.m3u8
AMC,https://stream.freetv.fun/amc-us-1.m3u8
AMC Thrillers,https://stream.freetv.fun/amc-9.ctv
AMC Thrillers,https://stream.freetv.fun/amc-thriller-1.m3u8
Action Max,https://stream.freetv.fun/action-max-2.ctv
Action Max,https://stream.freetv.fun/action-max-1.ctv
CBS Drama,https://stream.freetv.fun/cbs-drama-1.ctv
Cinemax,https://stream.freetv.fun/cineman-1.m3u8
Cinemax,https://stream.freetv.fun/cinemax-4.ctv
Cinemax,https://stream.freetv.fun/cinemax-5.m3u8
Cinemax,https://stream.freetv.fun/cinemax-6.m3u8
Cinemax,https://stream.freetv.fun/cinemax-9.m3u8
Cinemax,https://stream.freetv.fun/cinemax-10.m3u8
Cinemax,https://stream.freetv.fun/ch-ng-cinemax-2.ctv
Cinemax,https://stream.freetv.fun/ph-cinemax-1.ctv
