#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


Entertainment,#genre#
5USA UK,https://stream.freetv.fun/5usa-uk-3.ctv
5USA UK,https://stream.freetv.fun/5usa-uk-4.ctv
BBC 1,https://stream.freetv.fun/bbc-1-1.ctv
BBC 1,https://stream.freetv.fun/bbc-1-3.ctv
BBC 1,https://stream.freetv.fun/bbc-1-4.ctv
BBC 1,https://stream.freetv.fun/bbc-1-5.ctv
BBC 1,https://stream.freetv.fun/bbc-1-2.ctv
BBC 4 (UK),https://stream.freetv.fun/bbc-4-2.ctv
BBC 4 (UK),https://stream.freetv.fun/bbc-4-3.ctv
BBC 4 (UK),https://stream.freetv.fun/bbc-4-4.ctv
BBC 4 (UK),https://stream.freetv.fun/bbc-4-5.ctv
BBC 4 SD UK,https://stream.freetv.fun/bbc-4-1.ctv
BBC Alba SD UK,https://stream.freetv.fun/alba-2-1.m3u8
BBC Alba SD UK,https://stream.freetv.fun/alba-3-1.m3u8
BBC Alba SD UK,https://stream.freetv.fun/alba-2-2.m3u8
BBC Alba SD UK,https://stream.freetv.fun/alba-4-1.m3u8
BBC Alba SD UK,https://stream.freetv.fun/alba-5-1.m3u8
BBC America[geo-blocked],https://stream.freetv.fun/bbc-america-2.m3u8
BBC America[geo-blocked],https://stream.freetv.fun/bbc-america-3.m3u8
BBC America,https://stream.freetv.fun/bbc-america-tv-1.ctv
BBC America,https://stream.freetv.fun/bbc-america-1.m3u8
BBC America,https://stream.freetv.fun/ch-ng-bbc-america-1.m3u8
BBC Lifestyle,https://stream.freetv.fun/bbc-lifestyle-3.ctv
BBC Lifestyle,https://stream.freetv.fun/bbc-lifestyle-4.ctv
BBC Lifestyle,https://stream.freetv.fun/bbc-lifestyle-5.ctv
BBC Lifestyle,https://stream.freetv.fun/bbc-lifestyle-6.ctv
BBC Lifestyle,https://stream.freetv.fun/bbc-lifestyle-mpd-1.ctv
BBC Lifestyle,https://stream.freetv.fun/bbc-lifestyle-2.ctv
BBC One Scotland[geo-blocked],https://stream.freetv.fun/bbc-one-scotland-1.m3u8
BBC One Scotland[geo-blocked],https://stream.freetv.fun/bbc-scotland-2.m3u8
BBC One Scotland,https://stream.freetv.fun/ch-ng-bbc-scotland-1.m3u8
BBC Two HD,https://stream.freetv.fun/bbc-2-1.ctv
BBC Two HD,https://stream.freetv.fun/bbc-2-2.ctv
BBC Two HD,https://stream.freetv.fun/bbc-2-3.ctv
BBC Two HD,https://stream.freetv.fun/bbc-2-4.ctv
BBC Two HD,https://stream.freetv.fun/ch-ng-bbc-2-1.m3u8
BBC one  (UK)[geo-blocked],https://stream.freetv.fun/bbc-home-1.m3u8
Fashion TV UK[geo-blocked],https://stream.freetv.fun/fashion-tv-2.m3u8
Fashion TV UK,https://stream.freetv.fun/fashion-4k-1.m3u8
ITV 1 (UK),https://stream.freetv.fun/itv-1-2.ctv
ITV 2 UK,https://stream.freetv.fun/itv-2-2.ctv
ITV 3 (UK),https://stream.freetv.fun/itv-3-2.ctv
Iqra TV UK,https://stream.freetv.fun/iqra-tv-2.m3u8
Sky Atlantic,https://stream.freetv.fun/sky-atlantic-1.ctv
Sky Atlantic,https://stream.freetv.fun/sky-atlantic-2.ctv
Sky Atlantic,https://stream.freetv.fun/sky-atlantic-3.ctv
Sky Atlantic,https://stream.freetv.fun/sky-atlantic-4.ctv
Sky Movies Drama & Romance  (UK),https://stream.freetv.fun/sky-drama-1.ctv
Sky Movies Scifi HD (UK),https://stream.freetv.fun/sky-cinema-sci-fi-1.ctv
Sky Movies Scifi HD (UK),https://stream.freetv.fun/sky-cinema-sci-fi-2.ctv
Sky Movies Scifi HD (UK),https://stream.freetv.fun/sky-cinema-sci-fi-3.ctv
Sky Movies Scifi HD (UK),https://stream.freetv.fun/sky-cinema-sci-fi-4.ctv
Sky Movies Thriller HD  (UK),https://stream.freetv.fun/kli-thriller-1.m3u8
Venus TV UK,https://stream.freetv.fun/venus-4.m3u8
Venus TV UK,https://stream.freetv.fun/venus-5.m3u8
Venus TV UK,https://stream.freetv.fun/venus-1.ctv
Venus TV UK,https://stream.freetv.fun/venus-3.m3u8
Venus TV UK,https://stream.freetv.fun/venus-2.m3u8
Kids,#genre#
BBC 3,https://stream.freetv.fun/bbc-3-1.ctv
BBC 3,https://stream.freetv.fun/bbc-3-2.ctv
BBC 3,https://stream.freetv.fun/bbc-3-3.ctv
BBC 3,https://stream.freetv.fun/bbc-3-4.ctv
BBC 3,https://stream.freetv.fun/bbc-3-5.ctv
BBC CBeebies,https://stream.freetv.fun/cbeebies-1.m3u8
BBC CBeebies,https://stream.freetv.fun/bbc-cbeebies-1.m3u8
Nick Jr. UK,https://stream.freetv.fun/nick-1.ctv
Nick Jr. UK,https://stream.freetv.fun/nick-2.ctv
Knowledge,#genre#
BBC Earth,https://stream.freetv.fun/bbc-earth-3.m3u8
BBC Earth,https://stream.freetv.fun/bbc-earth-9.ctv
BBC Earth,https://stream.freetv.fun/ph-bbc-earth-1.ctv
BBC Earth,https://stream.freetv.fun/bbc-earth-5.ctv
BBC Earth,https://stream.freetv.fun/bbc-earth-6.ctv
BBC Earth,https://stream.freetv.fun/bbc-earth-7.ctv
BBC Earth,https://stream.freetv.fun/bbc-earth-8.ctv
BBC Earth[geo-blocked],https://stream.freetv.fun/bbc-earth-1.m3u8
BBC Earth[geo-blocked],https://stream.freetv.fun/bbc-earth-4.ctv
BBC Earth,https://stream.freetv.fun/bbc-earth-2.m3u8
Crime & Investigation UK[geo-blocked],https://stream.freetv.fun/crime---investigation-1.m3u8
DMAX,https://stream.freetv.fun/dmax-5.m3u8
DMAX,https://stream.freetv.fun/dmax-3.m3u8
DMAX,https://stream.freetv.fun/dmax-2.m3u8
DMAX,https://stream.freetv.fun/dmax-tv-1.m3u8
Discovery Home & Health UK,https://stream.freetv.fun/discovery-home---health-1.m3u8
Discovery Science FR HD,https://stream.freetv.fun/discovery-science-2.m3u8
Discovery Science UK,https://stream.freetv.fun/discovery-1.m3u8
Discovery Science UK[geo-blocked],https://stream.freetv.fun/discovery-science-3.m3u8
Discovery Science UK,https://stream.freetv.fun/discovery-3.m3u8
Discovery Science UK,https://stream.freetv.fun/discovery-4.m3u8
Discovery Science UK,https://stream.freetv.fun/discovery-science-4.ctv
Discovery Turbo UK,https://stream.freetv.fun/discovery-turbo-1.m3u8
Discovery Turbo UK,https://stream.freetv.fun/ch-ng-discovery-turbo-1.m3u8
Green TV,https://stream.freetv.fun/rajeen-tv-3.m3u8
History Channel 2 UK,https://stream.freetv.fun/history-channel-3.ctv
History Channel 2 UK,https://stream.freetv.fun/history-channel-4.ctv
Nat Geo Wild UK,https://stream.freetv.fun/nat-geo-6.ctv
Nat Geo Wild UK,https://stream.freetv.fun/nat-geo-7.m3u8
Nat Geo Wild UK,https://stream.freetv.fun/nat-geo-wild-1.m3u8
Sky Documentaries,https://stream.freetv.fun/rakuten-documentaries-1.m3u8
Sky Documentaries[geo-blocked],https://stream.freetv.fun/voyager-documentaries-1.m3u8
Sky Documentaries[geo-blocked],https://stream.freetv.fun/voyager-documentaries-2.m3u8
Sky Nature,https://stream.freetv.fun/sky-high-nature-1.m3u8
Movies,#genre#
BBC First,https://stream.freetv.fun/ch-ng-bbc-first-1.m3u8
BBC First,https://stream.freetv.fun/bbc-first-1.m3u8
BBC First,https://stream.freetv.fun/bbc-first-2.m3u8
CBS Action UK,https://stream.freetv.fun/cbs-action-1.ctv
CBS Action UK,https://stream.freetv.fun/cbs-action-2.ctv
CBS Action UK,https://stream.freetv.fun/cbs-action-3.ctv
CBS Action UK,https://stream.freetv.fun/cbs-action-4.ctv
Great Movies[geo-blocked],https://stream.freetv.fun/gravitas-movies-1.m3u8
Great Movies[geo-blocked],https://stream.freetv.fun/great--movies-1.m3u8
Horror Channel UK,https://stream.freetv.fun/z--horror-1.m3u8
ION,https://stream.freetv.fun/ion-1.m3u8
ION,https://stream.freetv.fun/ion-tv-1.m3u8
ION[geo-blocked],https://stream.freetv.fun/ion-2.m3u8
ION,https://stream.freetv.fun/wion-2.m3u8
ION,https://stream.freetv.fun/wion-1.m3u8
Movies 24 UK[geo-blocked],https://stream.freetv.fun/24-hour-free-movies-1.m3u8
SKY Cinema Select,https://stream.freetv.fun/sky-cinema-select-1.ctv
SKY Cinema Select,https://stream.freetv.fun/sky-cinema-select-2.ctv
SKY Cinema Select[geo-blocked],https://stream.freetv.fun/sky-cinema-select-3.ctv
SKY Cinema Thriller,https://stream.freetv.fun/vf-thriller-1.m3u8
SKY Cinema Thriller,https://stream.freetv.fun/thriller-1.m3u8
SKY Cinema Thriller,https://stream.freetv.fun/sky-thriller-1.ctv
SKY Cinema Thriller,https://stream.freetv.fun/sky-cinema-thriller-1.ctv
SKY Cinema Thriller,https://stream.freetv.fun/sky-cinema-thriller-2.ctv
SKY Cinema Thriller,https://stream.freetv.fun/sky-cinema-thriller-3.ctv
SKY Cinema Thriller,https://stream.freetv.fun/sky-cinema-thriller-4.ctv
SKY Cinema Thriller,https://stream.freetv.fun/cineman-thriller-1.m3u8
SKY Crime,https://stream.freetv.fun/ms-crime-1.m3u8
Showcase UK,https://stream.freetv.fun/classic-arts-showcase-1.m3u8
Showcase UK,https://stream.freetv.fun/ch-ng-showcase-1.m3u8
Sky Cinema,https://stream.freetv.fun/sky-cinema-scfi-1.ctv
Sky Cinema Action,https://stream.freetv.fun/sky-cinema-action-1.ctv
Sky Cinema Action,https://stream.freetv.fun/sky-cinema-action-2.ctv
Sky Cinema Action,https://stream.freetv.fun/sky-cinema-action-3.ctv
Sky Cinema Action,https://stream.freetv.fun/sky-cinema-action-4.ctv
Sky Cinema Heroes HD UK,https://stream.freetv.fun/sky-high-heroes-1.m3u8
Sky Classics,https://stream.freetv.fun/samuel-goldwyn-classics-1.m3u8
Sky Classics,https://stream.freetv.fun/top-rank-classics-1.m3u8
Sky Classics,https://stream.freetv.fun/cinevault-classics-1.m3u8
Sky Classics,https://stream.freetv.fun/music-classics-1.m3u8
Sky Classics,https://stream.freetv.fun/hallo-classics-1.m3u8
Sky Comedy,https://stream.freetv.fun/sky-comedy-1.ctv
Sky Family,https://stream.freetv.fun/kli-family-1.m3u8
Sky Family,https://stream.freetv.fun/eye-family-1.m3u8
Sky Hits,https://stream.freetv.fun/sky-cinema-hits-1.ctv
Sky Movies Comedy UK,https://stream.freetv.fun/sky-movies-comedy-1.m3u8
Sky Movies HD Action & Adventure UK,https://stream.freetv.fun/action-2.m3u8
Sky Movies HD Action & Adventure UK,https://stream.freetv.fun/vf-adventure-1.m3u8
Sky Movies HD Action & Adventure UK,https://stream.freetv.fun/4-adventure-1.m3u8
Sky Movies HD Modern Greats UK,https://stream.freetv.fun/sky-greats-1.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-premiere-1.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-premiere-2.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-cinema-premiere-2.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-premiere-3.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-cinema-premiere-1.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-premiere-4.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-cinema-premiere-3.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-premiere-5.ctv
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-cinema-premiere-4.ctv
Sky Movies Showcase UK,https://stream.freetv.fun/sky-cinema-showcase-1.ctv
Sky Movies Showcase UK,https://stream.freetv.fun/sky-cinema-showcase-2.ctv
Sky Movies Showcase UK,https://stream.freetv.fun/sky-cinema-showcase-3.ctv
Sky Movies Showcase UK,https://stream.freetv.fun/sky-cinema-showcase-4.ctv
Music,#genre#
MTV Base,https://stream.freetv.fun/mtv-base-1.ctv
MTV Base,https://stream.freetv.fun/mtv-base-2.ctv
MTV Base,https://stream.freetv.fun/mtv-base-3.ctv
MTV Base,https://stream.freetv.fun/mtv-base-4.ctv
MTV Base,https://stream.freetv.fun/mtv-1.m3u8
News,#genre#
BBC News,https://stream.freetv.fun/bbc-news-5.m3u8
BBC News[geo-blocked],https://stream.freetv.fun/bbc-news-8.m3u8
BBC News,https://stream.freetv.fun/bbc-news-7.m3u8
BBC News,https://stream.freetv.fun/bbc-news-2.m3u8
BBC News,https://stream.freetv.fun/bbc-news-3.m3u8
BBC News,https://stream.freetv.fun/bbc-news-4.m3u8
BBC News,https://stream.freetv.fun/ch-ng-bbc-news-1.m3u8
BBC News,https://stream.freetv.fun/bbc-news-1.m3u8
BBC News HD UK,https://stream.freetv.fun/bbc-news-uk-1.m3u8
BBC PERSIAN,https://stream.freetv.fun/mbc-persia-1.m3u8
BBC Parliament,https://stream.freetv.fun/ch-ng-bbc-parliament-1.m3u8
BBC World News,https://stream.freetv.fun/ph-bbc-world-news-1.ctv
BBC World News,https://stream.freetv.fun/bbc-world-news-4.ctv
BBC World News,https://stream.freetv.fun/bbc-world-news-6.ctv
BBC World News,https://stream.freetv.fun/bbc-world-news-7.ctv
BBC World News[geo-blocked],https://stream.freetv.fun/bbc-world-news-3.m3u8
BBC World News,https://stream.freetv.fun/bbc-world-1.m3u8
BBC World News,https://stream.freetv.fun/bbc-world-news-2.m3u8
BBC World News,https://stream.freetv.fun/bbc-world-news-1.m3u8
Bloomberg TV HD UK[geo-blocked],https://stream.freetv.fun/bloomberg-tv-europe-1.m3u8
Craft Store TV,https://stream.freetv.fun/the-craft-store-1.m3u8
Craft Store TV,https://stream.freetv.fun/the-craft-store-2.m3u8
Euronews English,https://stream.freetv.fun/euronews-english-1.m3u8
Euronews English,https://stream.freetv.fun/euronews-pt-1.m3u8
Euronews English[geo-blocked],https://stream.freetv.fun/euronews-4.m3u8
Euronews English[geo-blocked],https://stream.freetv.fun/euronews-6.m3u8
Euronews English[geo-blocked],https://stream.freetv.fun/euronews-7.ctv
Reuters News,https://stream.freetv.fun/reuters-1.m3u8
Reuters News[geo-blocked],https://stream.freetv.fun/reuters-2.m3u8
Reuters News[geo-blocked],https://stream.freetv.fun/reuters-3.m3u8
SKY NEWS,https://stream.freetv.fun/ch-ng-sky-news-1.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-arabia-6.m3u8
SKY NEWS[geo-blocked],https://stream.freetv.fun/sky-news-3.m3u8
SKY NEWS[geo-blocked],https://stream.freetv.fun/sky-news-4.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-5.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-2-2.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-1-2.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-3-2.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-arabia-4.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-6.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-2-3.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-1-3.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-3-3.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-arabia-5.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-8.ctv
SKY NEWS[geo-blocked],https://stream.freetv.fun/sky-news-7.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-9.ctv
SKY NEWS,https://stream.freetv.fun/sky-news-10.ctv
SKY NEWS,https://stream.freetv.fun/sky-news-11.ctv
SKY NEWS,https://stream.freetv.fun/sky-news-1.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-1-1.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-2-1.m3u8
SKY NEWS,https://stream.freetv.fun/sky-news-extra-3-1.m3u8
SKY NEWS[geo-blocked],https://stream.freetv.fun/sky-news-2.m3u8
SKY NEWS HD,https://stream.freetv.fun/sky-news-now-1.m3u8
Sky Sports News HQ UK,https://stream.freetv.fun/sky-sports-news-2.ctv
Other,#genre#
English Club,https://stream.freetv.fun/english-club-2.m3u8
English Club,https://stream.freetv.fun/english-club-1.m3u8
ISLAM CHANNEL,https://stream.freetv.fun/i-am-channel-1.m3u8
ISLAM CHANNEL,https://stream.freetv.fun/i-am-channel-2.m3u8
Viva,https://stream.freetv.fun/viva-1.m3u8
Sports,#genre#
BT Sport Extra SD UK,https://stream.freetv.fun/bt-sport-1.m3u8
Chelsea TV,https://stream.freetv.fun/chelsea-tv-1.m3u8
EuroSport UK,https://stream.freetv.fun/eurosport2-uk-1.ctv
Football UK,https://stream.freetv.fun/match--football-2-1.m3u8
Horse&Country,https://stream.freetv.fun/ch-ng-horse-and-country-1.m3u8
Horse&Country,https://stream.freetv.fun/horse---country-1.m3u8
ITV,https://stream.freetv.fun/itv-4.m3u8
ITV,https://stream.freetv.fun/kitv-1.m3u8
ITV,https://stream.freetv.fun/istv-1.m3u8
ITV,https://stream.freetv.fun/itv-1.m3u8
ITV,https://stream.freetv.fun/idtv-1.m3u8
ITV,https://stream.freetv.fun/itv-2.m3u8
ITV,https://stream.freetv.fun/istv-4.m3u8
ITV 4 UK,https://stream.freetv.fun/itv-4-2.ctv
ITV Box Office,https://stream.freetv.fun/pinoy-box-office-1.ctv
ITV4,https://stream.freetv.fun/itv4-2.ctv
MUTV,https://stream.freetv.fun/mu-tv-1.m3u8
MUTV[geo-blocked],https://stream.freetv.fun/mutv-2.m3u8
MUTV,https://stream.freetv.fun/mutv-1.m3u8
Premier Sport,https://stream.freetv.fun/ch-ng-premier-sport-2-1.ctv
Premier Sport,https://stream.freetv.fun/ch-ng-premier-sport-1-1.ctv
Premier Sport,https://stream.freetv.fun/ch-ng-premier-sport-1-2.ctv
Premier Sport,https://stream.freetv.fun/ch-ng-premier-sport-2-2.ctv
Premiere Sports HD UK,https://stream.freetv.fun/premier-sports-1-vip-uk-1.m3u8
Racing UK[geo-blocked],https://stream.freetv.fun/motor-racing-1.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-7.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-8.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-9.m3u8
Red Bull TV,https://stream.freetv.fun/redbulltv-1.m3u8
Red Bull TV[geo-blocked],https://stream.freetv.fun/red-bull-tv-10.m3u8
Red Bull TV,https://stream.freetv.fun/redbull-tv-2.m3u8
Red Bull TV,https://stream.freetv.fun/ch-ng-red-bull-tv-2.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-11.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-12.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-13.m3u8
Red Bull TV,https://stream.freetv.fun/hong-niu-redbull-tv-1.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-1.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-2.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-3.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-4.m3u8
Red Bull TV,https://stream.freetv.fun/red-plus-1.m3u8
Red Bull TV,https://stream.freetv.fun/ch-ng-red-bull-tv-1.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-5.m3u8
Red Bull TV,https://stream.freetv.fun/red-bull-tv-6.m3u8
SKY POKER[geo-blocked],https://stream.freetv.fun/poker-t-1.m3u8
SKY Sports Arena,https://stream.freetv.fun/ch-ng-sky-sports-arena-1.m3u8
SKY Sports Football,https://stream.freetv.fun/sky-sports-football-2.ctv
SKY Sports Football,https://stream.freetv.fun/skysports-football-fhd-1.ctv
SKY Sports Football,https://stream.freetv.fun/ch-ng-sky-sports-football-1.m3u8
SKY Sports MIX[geo-blocked],https://stream.freetv.fun/sky-mix-1.m3u8
SKY Sports MIX,https://stream.freetv.fun/sky-sports-mix-2.ctv
SKY Sports MIX,https://stream.freetv.fun/ch-ng-sky-sports-mix-1.m3u8
Sky Sports 3 HD,https://stream.freetv.fun/skysports-4.ctv
Sky Sports Action,https://stream.freetv.fun/sky-action-1.ctv
Sky Sports Action,https://stream.freetv.fun/supersports-action-1.ctv
Sky Sports Action,https://stream.freetv.fun/action-sports-1.m3u8
Sky Sports Cricket,https://stream.freetv.fun/sky-sports-cricket-3.ctv
Sky Sports Cricket[geo-blocked],https://stream.freetv.fun/sky-sports-cricket-1.m3u8
Sky Sports F1[geo-blocked],https://stream.freetv.fun/sony-sports-1-2.m3u8
Sky Sports F1[geo-blocked],https://stream.freetv.fun/sky-sports-f1-1.m3u8
Sky Sports F1[geo-blocked],https://stream.freetv.fun/sony-sports-1-1.ctv
Sky Sports F1,https://stream.freetv.fun/ch-ng-sky-sports-f1-1.m3u8
Sky Sports Golf,https://stream.freetv.fun/skysports-golf-fhd-1.ctv
Sky Sports Golf[geo-blocked],https://stream.freetv.fun/sky-sports-golf-1.m3u8
Sky Sports Golf,https://stream.freetv.fun/sky-sports-golg-1.ctv
Sky Sports Golf,https://stream.freetv.fun/ch-ng-sky-sports-golf-1.m3u8
Sky Sports Main Event,https://stream.freetv.fun/ch-ng-sky-sports-main-event-2.ctv
Sky Sports Main Event[geo-blocked],https://stream.freetv.fun/sky-sports-main-event-1.m3u8
Sky Sports Main Event,https://stream.freetv.fun/ch-ng-sky-sports-main-event-1.m3u8
Sky Sports News,https://stream.freetv.fun/skysports-news-fhd-1.ctv
Sky Sports Premier League,https://stream.freetv.fun/skysport8-premierleague-nz-fhd-1.ctv
Sky Sports Premier League,https://stream.freetv.fun/ch-ng-sky-sports-premier-league-2.ctv
Sky Sports Premier League,https://stream.freetv.fun/ch-ng-sky-sports-premier-league-1.m3u8
TNT Sports 1,https://stream.freetv.fun/bt-sport-1-1.ctv
TNT Sports 2,https://stream.freetv.fun/tntsports2-fhd-1.ctv
TNT Sports 2,https://stream.freetv.fun/bt-sport-2-1.ctv
TNT Sports 3,https://stream.freetv.fun/bt-sport-3-1.ctv
