更新时间,#genre#
135童乐说电影,https://stream.freetv.fun/b1d57eb031d0b71952f47637593c037869e09e528580ceb1f9ffb6d278b2916f.ctv
138喜剧电影笑不停,http://openhls-tct.douyucdn2.cn/dyliveflv3/10298856rko9NsTD.m3u8?txSecret=2e70d8b8da1ba11e0f696925bea006cd&txTime=6671b99f&token=cph-androidmpro-0-10298856-f6093fdb7f6b64b2b021cb38e094b71b&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=391500290
138喜剧电影笑不停,https://stream.freetv.fun/3aeb560033230a39271850087b80d69ba4e80081b0f253d6998a66e7fab2c083.ctv
145宇哥讲电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/2104744r22DK7UyF.m3u8?txSecret=29e4df8fee3532845521ff3ac2cc6eff&txTime=6671b944&token=cph-androidmpro-0-2104744-93be3b3f60f737ad5d10f26c5f9a0e2f&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=392517914
145宇哥讲电影,https://stream.freetv.fun/ad0f4167e6a483dd1102f5f5ba1dc8d806e89b03158c6641b31ad20fb74f6f91.ctv
147鸡哥聊电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/5067952r3GmcAyar.m3u8?txSecret=ffe2e10e4322f5804ae9390b2d98e9a6&txTime=6671b9f4&token=cph-androidmpro-0-5067952-e22a7f87bd46d5bea1dc9dbf3fc861d9&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391675402
147鸡哥聊电影,https://stream.freetv.fun/ba2ce83ec58560204713dd887e8eac8b546168dd245e28958e0603eeb2b16f0d.ctv
155博然讲电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/9561992r3SmUIUMG.m3u8?txSecret=126cf0d648129564678eb45117e39ecb&txTime=6671ba48&token=cph-androidmpro-0-9561992-8939480a31cc6092689c891bed6ff707&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393054967
155博然讲电影,https://stream.freetv.fun/d0a47ab348b231a26723774f0c103545a83fe406541539fbcc3d528cc2cd673f.ctv
158菠萝说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/3714736rZ9Nkmogx.m3u8?txSecret=13bf600fdd4be6f757ec720b1bcae9e0&txTime=6671b98e&token=cph-androidmpro-0-3714736-43d421d5688bd0305d574b87e624232e&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=389633372
158菠萝说电影,https://stream.freetv.fun/695bd69776dfbdbadeb5fb1b5749c4f4cc3fae72eb378b2ee2489d4438037b86.ctv
168贰哥电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/9338867rER5Wgwh1.m3u8?txSecret=1200d30d3c983bd1770e5b6f88b854d7&txTime=6671b900&token=cph-androidmpro-0-9338867-5ad3af8a1c00c25f71ac9e65dd675c15&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393045671
168贰哥电影,https://stream.freetv.fun/b29275be0fae88689ac0fcbb84c46483ccc4f5a9e4a33acbd21d40679f47beec.ctv
171涛浪浪电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/5424258rM7ZMmE9o.m3u8?txSecret=b08829124cbbfb2b6f885e9aca1e2c17&txTime=6671bab2&token=cph-androidmpro-0-5424258-8f7fb5461cc28f52fa2a950ee83e4261&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=392715256
171涛浪浪电影,https://stream.freetv.fun/33299daa6831dc31ebf485052a76728b9967da53965d46a88bb3ec6d30df3429.ctv
173二哈讲电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/8778280rtioz6Kdy.m3u8?txSecret=5e5f3b346bdd5debfa72a6bde31978e5&txTime=6671b9a9&token=cph-androidmpro-0-8778280-b15119120a2ca18614ea0b454bbfa091&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=391675490
173二哈讲电影,https://stream.freetv.fun/f45ff952e023d61db6da3f1afb67038e2e67690770b547dc06402790044b1252.ctv
175前任电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9329242rcq6vHHny.m3u8?txSecret=d40bf31b903f6e943b71285b1d4f9ca7&txTime=6671b9d0&token=cph-androidmpro-0-9329242-e3d518f3ff852fe7fb6a54d4a44c62ee&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391937747
175前任电影,https://stream.freetv.fun/e9b956b6c69e596a5dc8c296bfc56d993a3189883507f6d267c347cede8d5500.ctv
186伯乐说电影v,http://openhls-tct.douyucdn2.cn/dyliveflv3/9386057rMczpLT8y.m3u8?txSecret=24e0633f227f623c2acfeb3b2d112692&txTime=6671b9ec&token=cph-androidmpro-0-9386057-ca4e0aaaf862b5865a9f03125291639f&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=389636398
186伯乐说电影v,https://stream.freetv.fun/dbf042dff216b5cb38a427b38b7747ea8add554b7b9afefe927d9b905f0668ab.ctv
187大壮撞电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/9437349r4HgRTkuf.m3u8?txSecret=8cb42a8a9b1fbedd0c59265896ec5be3&txTime=6671b9ff&token=cph-androidmpro-0-9437349-fdeaec34f7d07af3a9abccad6b8d843a&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393046198
187大壮撞电影,https://stream.freetv.fun/f07a5c7a45ef5e67b1d4d4194a5e7caaa90b8481e835a9147d861004c3b53c6c.ctv
18牛叔说电影二台,http://openhls-tct.douyucdn2.cn/dyliveflv3a/10010651rDs8trYD.m3u8?txSecret=61949d1cde632913a7761c979504efd1&txTime=6671b9bb&token=cph-androidmpro-0-10010651-8f1f6e794ff79deabe8cb116a2a95d0f&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391688288
18牛叔说电影二台,https://stream.freetv.fun/6dce0666626a3b8fd36d1b2fcd70553e8481e384153779947da4c3d086bb3041.ctv
1905国内电影,http://hlslive.1905.com/live/LIVENCOI8M4RGOOJ9/index.m3u8?tm=1718728778&sign=3732ed4e60cf7a2c65db3907881ef565
1905国内电影,https://stream.freetv.fun/c90deb63a57dd1f999a2c662d45ca501c5f271dcc46bf2b3d1384f7a3c498c35.ctv
1905国外电影,http://hlslive.1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8?tm=1718728928&sign=325b4bfa5b760f8471acf8b5813f5380
1905国外电影,https://stream.freetv.fun/331cc076abfa3a3d14c2e569383699927061a9e11a396a4d7e70296f565ac0a1.ctv
1905电影,http://cdn.jdshipin.com:8880/1905ts.php?id=1905b
1905电影,https://stream.freetv.fun/61392fc1ae021454a811ebaaea81d561535e945a9b8f56481f49e2a76d111f72.ctv
194电影黑匣子,http://openhls-tct.douyucdn2.cn/dyliveflv3/8706652rzMf5CUDl.m3u8?txSecret=fb8c92eed182d9c8336c7803e4602401&txTime=6671ba6f&token=cph-androidmpro-0-8706652-88176788a7c06214bfedcbff83fd0958&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=391807331
194电影黑匣子,https://stream.freetv.fun/8a3a57bfcffb6e8938b79d94c808912b6573fbf6c031f9c025b2cef7feb64474.ctv
1特辑电影院,http://openhls-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.m3u8?txSecret=128803f796108815a6640dbd2b36b184&txTime=6671b908&token=cph-androidmpro-0-3637778-5bbb724e4516b74f8a1be7d498379144&did=10000000000000000000000000001501&origin=tct&vhost=play2&sid=391669956
1特辑电影院,https://stream.freetv.fun/d68484a809a4a8bdf87ce618debec6b6964c345b0049e81dc2e268cb2786fe36.ctv
203腹黑电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/8867878rmjNePGno.m3u8?txSecret=17322b249d8ad23cd7fb0547304a0732&txTime=6671ba12&token=cph-androidmpro-0-8867878-dcb1311e9e18564d06f7913f5b2b6b10&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391756518
203腹黑电影,https://stream.freetv.fun/f38c454a26840fbbc06f6df7b8d6a6f2e6e4ad197cfe5cd9e0da5ed378a1348d.ctv
204小丽说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9368016rlwNp6Cab.m3u8?txSecret=4cfa8f194ae68ae9fa682789442fbcc3&txTime=6671b922&token=cph-androidmpro-0-9368016-d6836207665b21e3d7510491ef3be5bb&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393048008
204小丽说电影,https://stream.freetv.fun/78350ba3d30a375bb531b4accd0808dcf646053d6c7cc828aae18ab1e68ab62e.ctv
207槽槽说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/752376rNzRqXMV19.m3u8?txSecret=9c8968e00daa485eb0de323494bf3b7e&txTime=6671b93c&token=cph-androidmpro-0-752376-c124f5d61b150acf80dbfb9cd65193e9&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393047991
207槽槽说电影,https://stream.freetv.fun/347e6420735dccbd19f10dda56c3ca4fd3c40576e86b8443f71bbba330c4b96e.ctv
20老烟斗鬼故事,http://openhls-tct.douyucdn2.cn/dyliveflv3a/2337939rXomop7bh.m3u8?txSecret=8e22f11db2118794b3fbae2758c031d6&txTime=6671b9b2&token=cph-androidmpro-0-2337939-def810a794ff55951c48e4176a4733a2&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391796789
20老烟斗鬼故事,https://stream.freetv.fun/bd0f5618073f0de0f0cde771cf0c706f29439c7c86e97a543fb1be097ae3d8ea.ctv
211影视梗大叔,http://openhls-tct.douyucdn2.cn/dyliveflv3/9480648rA9F2k5l7.m3u8?txSecret=3ae538fd750b09fff1a5abfe859c7a70&txTime=6671b8cb&token=cph-androidmpro-0-9480648-8c70b6cd6b8bc3828a7b966807d83592&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393048001
211影视梗大叔,https://stream.freetv.fun/b6867edcf9d6c9ab2122ce1524c8c40c8d5d0060710bc54cbe562954ce455f8c.ctv
213小乔讲电影,https://stream.freetv.fun/043edf5f74bff4551ab4bbc3015abd8f879b2dba6f823fd1c6f24290d2d5568c.ctv
214哈利影视,http://openhls-tct.douyucdn2.cn/dyliveflv3a/8475821r5IuOm2ND.m3u8?txSecret=142c508ec81457678bf948c792db28c5&txTime=6671ba53&token=cph-androidmpro-0-8475821-0d38a31e9695d2505f094a5fa2a5ac01&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391792327
214哈利影视,https://stream.freetv.fun/42ae77848b4454537c142e9b64b21de22b5e7107b57516642d8178628d1e2510.ctv
215小马哥说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9396672rzj1Ma1zL.m3u8?txSecret=245ca454777a2274e1d0070e78231306&txTime=6671ba1f&token=cph-androidmpro-0-9396672-07b50f9b78cf670f9bd1cf150e0da2b3&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=392186779
215小马哥说电影,https://stream.freetv.fun/b8d6be064c9728464a32311fa58dc81900980f04873e78c9b2c67e3f005b3001.ctv
216电影七十二变,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9323164r8mwrHWAr.m3u8?txSecret=6a09621cef67355f297945413b875cc2&txTime=6671b8be&token=cph-androidmpro-0-9323164-521c2cc5a5fcf77165e3c6428cccd190&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393045389
216电影七十二变,https://stream.freetv.fun/0f4a35bbab2d168f8b47367b93461b84537aa3097d379505868f2b9b901e2be6.ctv
218小岛讲电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/9390955rnTXDPQcK.m3u8?txSecret=97a15620a45baf5b812d6066c034a3a6&txTime=6671ba8d&token=cph-androidmpro-0-9390955-18eac96a255f8298d705653c9bca468a&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393045977
218小岛讲电影,https://stream.freetv.fun/7e8f030c38db38bd3cd7e3d8cc5eb5e51a008b0fd8445b83cd9b5d773842491c.ctv
219洛克电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/9414884rBIndoJru.m3u8?txSecret=2da6bcb85d6b90a3b62c09ed46af9725&txTime=6671ba06&token=cph-androidmpro-0-9414884-342f7cfdd0515738ba94255db09ef04f&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393046203
219洛克电影,https://stream.freetv.fun/489c5c28934372e06bc481047dcfc5d7f53fb63b79f20eb4b80724d5283cbcfd.ctv
221大荒电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/3508538rmhux8RFf.m3u8?txSecret=1a86e936674966fe1d3ab162bb4475a4&txTime=6671b8d4&token=cph-androidmpro-0-3508538-203bb5ff4e8fbded4cf4081d29620966&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391675395
221大荒电影,https://stream.freetv.fun/3a3782e1dccdb1e5b8243d3472e086fb658ad2f303f092c17a11f2198092d730.ctv
225讲故事的角马,http://openhls-tct.douyucdn2.cn/dyliveflv3a/4400816reEM0cX7b.m3u8?txSecret=2584a53da8e3e31e5622406911312784&txTime=6671babb&token=cph-androidmpro-0-4400816-447c3bb4cc01b5255eb78fec091274e3&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393046222
225讲故事的角马,https://stream.freetv.fun/0d25c4c5a61fbd332e264e1c92fc3fa7da58a36f7050ee6f981e7442a50fc8d4.ctv
226鲨说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9544628ra4elhmji.m3u8?txSecret=2fbc0383cfab92ecb26e17f9fca2ad81&txTime=6671b8de&token=cph-androidmpro-0-9544628-d0270d3f4a85d49331cde9d168fe2a7d&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393048779
226鲨说电影,https://stream.freetv.fun/87f301e000063a708de559378e1bbc7b5086591e22ce15a14dacbb342289487b.ctv
228天堂电影1895,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9573592rFMnSansm.m3u8?txSecret=5aa96f3570452e294d2b113b206e97e1&txTime=6671b9d9&token=cph-androidmpro-0-9573592-b77687a85639df51666f0f6ca9ae8b2a&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393048790
228天堂电影1895,https://stream.freetv.fun/3067ece19e77a378e36fa2ac8128c0919fc8425716cedd56b57b0c409bf0ad9f.ctv
231芳芳说故事,http://openhls-tct.douyucdn2.cn/dyliveflv3/9401905rA3ERLTQk.m3u8?txSecret=38eeeb3f378bdab0295fc236b9abbcf2&txTime=6671ba9f&token=cph-androidmpro-0-9401905-d7f7b63ae75c81776a53cc6c8b0f4362&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393045983
231芳芳说故事,https://stream.freetv.fun/16d598e14e472ce3929889cb8a33d46c5a44332acf82162af3cb4155bcf15b1c.ctv
232神羊说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/9443552rIa3bHiwB.m3u8?txSecret=cf70c75c39dd21e92eff9ae67b55a964&txTime=6671ba5a&token=cph-androidmpro-0-9443552-f07b194d5d7e753042ba40370d326790&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393046204
232神羊说电影,https://stream.freetv.fun/434d08da5dc58785ce62a23289ec7985f934c7ce351a4d96fa20d3a21a828fc8.ctv
23星君说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/8014467ri941u0zY.m3u8?txSecret=e305e1652d461d948ae0de8275698961&txTime=6671ba61&token=cph-androidmpro-0-8014467-51b0853d6144ba451294a96820eee88b&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=392715257
23星君说电影,https://stream.freetv.fun/9098dd3e7cd415e1e00a1e3602a8a83464adce22cd1a57c61dfeb7065cdbe62a.ctv
241末日说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9431125rUvQRjhMx.m3u8?txSecret=df368b618a38b5a411e9a0c8ac87edf2&txTime=6671baa8&token=cph-androidmpro-0-9431125-ae42dce77873b660979e991628f7ec5f&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393046199
241末日说电影,https://stream.freetv.fun/43bd1369fcebe87029e0a57b58169dedc4daa8ce87bdcbb713988af2957aa750.ctv
242电影漩涡,http://openhls-tct.douyucdn2.cn/dyliveflv3a/8706350ruspNGAw1.m3u8?txSecret=f9ba1e59ca91335a3c4666e25a98c148&txTime=6671ba2a&token=cph-androidmpro-0-8706350-7f7e4dbf7df463dcd43d19067016172a&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=391807671
242电影漩涡,https://stream.freetv.fun/1fd9a05bd09b84a3a2575dda379df96f6bac9fd0e7f96cc4164367ded62936d1.ctv
243说电影,http://openhls-tct.douyucdn2.cn/dyliveflv3a/9643264rzUW0JjKB.m3u8?txSecret=04d1489dbd9cda75118c86bf0939eacb&txTime=6671b8f9&token=cph-androidmpro-0-9643264-caf15c0a9453362f5d2fd80dd9c93102&did=10000000000000000000000000001501&origin=tct&vhost=play4&sid=393178248
243说电影,https://stream.freetv.fun/85785cb62405080fe1d5e80e3bb7a1c6637d82042aa6bfa1bbe7a7412230c55c.ctv
24h国漫热播,https://aliyun-flv-ipv6.yy.com/live/15013_xv_1353937086_1353937086_0_0_0-15013_xa_1353937086_1353937086_0_0_0-0-0-0-0-0-1718715302246281.flv?codec=orig&appid=15013&rts_tk=e9f53b0d708147b9e7d50a4fef5ca402&secret=baf31df81c4ff004fb1ea4b98c9d22d5&t=1718808178&stream_key=15013_xv_1353937086_1353937086_0_0_0&r_stream_key=15013_xa_1353937086_1353937086_0_0_0&channelid=1353937086&cp_id=2&mtk=1&line_seq=5&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter
24h国漫热播,https://stream.freetv.fun/c5381537526009719b37e0bc29454a7eb966cec0beb911984bc6dc0d36003f76.ctv
24小时循环播电视剧,https://aliyun-flv-ipv6.yy.com/live/15013_xv_53320802_53320802_0_0_0-15013_xa_53320802_53320802_0_0_0-0-0-0-0-0-1718167952159981.flv?codec=orig&appid=15013&rts_tk=be9491c124124779a4d2c73b3d293258&secret=a097d374f080e369d353573404cceac9&t=1718808521&stream_key=15013_xv_53320802_53320802_0_0_0&r_stream_key=15013_xa_53320802_53320802_0_0_0&channelid=53320802&line_seq=5&cp_id=2&mtk=1&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter
24小时循环播电视剧,https://stream.freetv.fun/bf1822a5d4a2b203f6f247fbd12d32ec9d36817db288cc3a39d237ec60e83264.ctv
254阿木讲电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/532050rp1RKa8Ytz.m3u8?txSecret=1afde1889cac82ef5f087cb842e69d0f&txTime=6671bac4&token=cph-androidmpro-0-532050-73bc34392bc0fdd7e404e7c7c96f1d5e&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=393049125
254阿木讲电影,https://stream.freetv.fun/dd506ce1375a0407be48683149b1ea019d69e561606e5c6aa45af2d479361da2.ctv
259野格影视,http://openhls-tct.douyucdn2.cn/dyliveflv3/9931766rNQxSK0xq.m3u8?txSecret=c827807aa9fdd39608ebf9d19e48f1bc&txTime=6671bae1&token=cph-androidmpro-0-9931766-a21902a2c7e32b86c61ec29959e6320b&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=391676605
259野格影视,https://stream.freetv.fun/58af9b2a5b13cb866a409716a38cb73256e1e452e8105135f878e738d8b7079a.ctv
