更新时间,#genre#
緯來日本,https://stream.freetv.fun/wei-lai-ri-ben-8.m3u8
緯來日本,rtmp://220.130.201.73/sat/tv771
緯來日本,rtmp://f13h.mine.nu/sat/tv771

綜合,#genre#
520tsss映画,http://openhls-tct.douyucdn2.cn/dyliveflv3/9749339rt8F9eWfg.m3u8?txSecret=3ede31338aa55894d3874afaec2f4546&txTime=6671d10f&token=cph-androidmpro-0-9749339-9cc2b5ce3c55ae01fe5e98377e8f6b51&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=391676607
520tsss映画,https://stream.freetv.fun/321847d48affa55bc4c03ad2690453db6832e961175d42ac5424c4325b24c73a.ctv
A&E,http://38.41.8.1:8000/play/a006
A&E,https://stream.freetv.fun/a-e-2.ctv
A&E,https://stream.freetv.fun/a-e-3.ctv
ATV WORLD,https://stream.freetv.fun/atv-1.m3u8
ATV WORLD,https://stream.freetv.fun/atv-2.m3u8
BBC 1,http://185.156.74.131:25461/live/Derrick/Hitman50$/12181.ts?token=ShRZAEYJFQxGW1IIDQYGUQYLBAQGUwoCVwQBA1MDA1AJBQEDV1dUBVMaShpGQUQDVlVuXFUXAwcHUw8GHRYTFVREbghRQw0UUg5UCAQXGkRDUVxQEw8IAQRaAAUHDFFXHRRBCFFDDRRVAFAOABcaRFJARVBDW1haagZSQVhXA0QLWEQNWU0VWQpnAl1YVFgCFQITBBMZG19GEhUNX0EKCh0UUwhBE1ZCARpcGgwBAF8VFBNWXkBXQkcbFQ0TdyhEHRRUGUEEWUUNVwgaDxdCFRUUE1xCaktTRhZFUlBZAxQTDBNRF00VWwVAOVtaW1gDVExYWl9GGwwXVxUbE1kJCFhCXhNqEV5SRgJECQ0DB18VRQ==
BBC 1,https://stream.freetv.fun/bbc-1-2.ctv
BBC 1,https://stream.freetv.fun/bbc1-1.ctv
BBC 4 SD UK,http://185.229.240.101:8080/live/play/UlVJd1JHZHhOMWNyTms5dFkwRXJZMVJuYWxJek15OUVRMDk2UlVKUWMwd3paakJFZDB4QmNsUnNUVDA9/97032
BBC 4 SD UK,https://stream.freetv.fun/bbc-4-1.ctv
BBC America,http://93.174.93.237:25461/live/Derrick/Hitman50$/22051.ts?token=ShRZAEYJFQxGXVNdDQUAB1UNBVNXUAACU1MHVFRVBVEGU1BRDFADV1MaShpGQUQDVlVuXFUXAwQHUgIGHRYTFVREbghRQw0UUg5UCAQXGkRDUVxQEw8IAQRaAAUFDFdRHRRBCFFDDRRXAFcPAhcaRFJARVBDW1haagZSQVhXA0QLWEQNWU0VWQpnAl1YVFgCFQITBBMZG19GEhUNX0EKCh0UUwhBE1ZCARpcGgYAD1cVFBNWXkBXQkcbFQ0TdyhEHRRUGUEEWUUNVwgaDxdCFRUUE1xCaktTRhZFUlBZAxQTDBNRF00VWwVAOVtaW1gDVExYWl9GGwwXVxUbE1kJCFhCXhNqEV5SRgJECwUFBFAVRQ==
BBC America,https://stream.freetv.fun/bbc-america-2.m3u8
BBC America,https://stream.freetv.fun/bbc-america-tv-1.ctv
BBC One Scotland,https://stream.freetv.fun/bbc-one-scotland-1.m3u8
BBC One Scotland,https://stream.freetv.fun/bbc-scotland-1.ctv
BBC One Scotland,https://stream.freetv.fun/bbc-scotland-2.m3u8
CBC Television,https://stream.freetv.fun/country-music-television-1.m3u8
CBC Television,https://stream.freetv.fun/notre-television-1.m3u8
CBC Television,https://stream.freetv.fun/tc-television-1.ctv
CBS 11,https://stream.freetv.fun/11-bs-1.m3u8
CBS 11,https://stream.freetv.fun/11-cs-1.m3u8
Channel 5,http://185.156.74.131:25461/live/Derrick/Hitman50$/12211.ts?token=ShRZAEYJFQxGDlJaUwADBwUIVAZVAQsFDVAFDlcBUFRVBwJTAlUPUlIaShpGQUQDVlVuXFUXAwcHUAYGHRYTFVREbghRQw0UUg5UCAQXGkRDUVxQEw8IAQRaAAUGA1RUHRRBCFFDDRRSD1IPFxkUA09MVEdfVFVpUQdBXlJRRFxfQ10NGUNYWDtcA1VUW1JEDRoAFx0XUEVFQA1ZRFgKShNUWBVHAENTRgIITVlZGkRUV0RbRUdAFA9AdHkTGEQDSUJUD0YIWFhGAkRMRhcaRF5LbkdURk1EUANaUkMWXEQBFB1DWABPaQdXCFZQVkIPWFZCFwsXDBQZQFpYX10SCUNpQQhRQw0UUg9VCBdI
Channel 5,http://cdn.1678520.xyz/xsj.php?id=channel-5&xl=0
Channel 5,http://cdn.1678520.xyz/xsj2.php?id=channel-5&xl=0
Channel 5,https://stream.freetv.fun/channel-5-1.ctv
Channel 5,https://stream.freetv.fun/channel-5-3.ctv
Channel 5,https://stream.freetv.fun/channel-5-4.ctv
Channel 5,https://stream.freetv.fun/dc-council-channel-1.m3u8
City TV,http://38.41.8.1:8000/play/a06x
City TV,https://stream.freetv.fun/city-tv-4.ctv
Eleven Australia,rtmp://f13h.mine.nu/sat/tv731
Eleven Australia,rtmp://f13h.mine.nu/sat/tv741
ITV 1,https://stream.freetv.fun/itv-1-2.ctv
ITV 2 UK,http://185.156.74.131:25461/live/Derrick/Hitman50$/12254.ts?token=ShRZAEYJFQxGWVcBVAxSUAZcAVZUVF8GBFFRD1UCVwNQBVMAA1RTU1EaShpGQUQDVlVuXFUXAwcHUAIDHRYTFVREbghRQw0UUg5UCAQXGkRDUVxQEw8IAQRaAAUGBldRHRRBCFFDDRRWAF4LAhcaRFJARVBDW1haagZSQVhXA0QLWEQNWU0VWQpnAl1YVFgCFQITBBMZG19GEhUNX0EKCh0UUwhBE1ZCARpcVkBZWkoVW15AX0FLTxdYFXR/FkpEVE5FBFsSXlkKGlwaQUYUShVRQmpDUEpCRwdWWlRGRFwTBhNNFwxWTjtbCVZbUFUSXldfRhMPGwMXThVaXloPEl5EbhFcBRUMRgpeAAYGFBs=
ITV 2 UK,https://stream.freetv.fun/itv-2-2.ctv
ITV 3,http://185.156.74.131:25461/live/Derrick/Hitman50$/12255.ts?token=ShRZAEYJFQxGW1cLVw0BX1MAAFZTUQpXBwQHBVIDXlIBVVMCBlADV1EaShpGQUQDVlVuXFUXAwcHUAICHRYTFVREbghRQw0UUg5UCAQXGkRDUVxQEw8IAQRaAAUEAlVSHRRBCFFDDRRXCF8BBRcaRFJARVBDW1haagZSQVhXA0QLWEQNWU0VWQpnAl1YVFgCFQITBBMZG19GEhUNX0EKCh0UUwhBE1ZCARpcVkBZWkoVW15AX0FLTxdYFXR/FkpEVE5FBFsSXlkKGlwaQUYUShVRQmpDUEpCRwdWWlRGRFwTBhNNFwxWTjtbCVZbUFUSXldfRhMPGwMXThVaXloPEl5EbhFcBRUMRgtWAQ0DFBs=
ITV 3,https://stream.freetv.fun/itv-3-2.ctv
MAX,https://stream.freetv.fun/tv-max-1.m3u8
MOMO綜合,rtmp://f13h.mine.nu/sat/tv761
Now TV,https://stream.freetv.fun/axs-tv-now-2.m3u8
Now TV,https://stream.freetv.fun/axs-tv-now-4.m3u8
Paramount Network,http://38.41.8.1:8000/play/a01x
Paramount Network,https://stream.freetv.fun/paramount-2.ctv
Pearl,https://stream.freetv.fun/pearl-ming-zhu-1.m3u8
Sky Movies Drama & Romance,https://stream.freetv.fun/sky-drama-1.ctv
TVB J1,https://stream.freetv.fun/tvb-j2-1.m3u8
TVB 翡翠臺,http://cdn.1678520.xyz/xsj.php?id=feicui&xl=0
TVB 翡翠臺,http://cdn.1678520.xyz/xsj.php?id=feicui&xl=0
TVB 翡翠臺,https://stream.freetv.fun/tvb-fei-cui-1.ctv
TVB 翡翠臺,https://stream.freetv.fun/tvb-fei-cui-2.ctv
TVBS Asia,https://stream.freetv.fun/tvbs-aisa-1.m3u8
TVBS HD,https://histar.zapi.us.kg/?id=tvbs-hd
TVBS HD,https://stream.freetv.fun/tvbs-9.ctv
TVBS,https://stream.freetv.fun/tvbs-3.m3u8
TVBS,https://stream.freetv.fun/tvbs-4.ctv
TVBS,https://stream.freetv.fun/tvbs-6.m3u8
TVBS,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=tvbs
TVB翡翠,http://111.160.76.101:80/%E9%A6%99%E8%95%89%E5%93%A5/tvb%E7%BF%A1%E7%BF%A0.live.flv
TVB翡翠,https://stream.freetv.fun/tvbfei-cui-4.ctv
TVB翡翠,https://stream.freetv.fun/tvbfei-cui-5.m3u8
UNIVERSAL TV,http://38.41.8.1:8000/play/a05p
UNIVERSAL TV,http://38.41.8.1:8000/play/a05q
UNIVERSAL TV,https://stream.freetv.fun/universal-cinema-sd-1.ctv
UNIVERSAL TV,https://stream.freetv.fun/universal-premiere-sd-1.ctv
Venus TV UK,https://stream.freetv.fun/venus-1.ctv
WIN HD綜合,http://38.41.8.1:8000/play/a061
WIN HD綜合,https://stream.freetv.fun/win-1.ctv
中天亞洲FHD,https://histar.zapi.us.kg/?id=cti-asia
中天亞洲FHD,https://stream.freetv.fun/zhong-tian-ya-zhou-2.m3u8
中天亞洲FHD,https://stream.freetv.fun/zhong-tian-ya-zhou-6.ctv
中天綜合HD,https://histar.zapi.us.kg/?id=ctitv36
中天綜合HD,https://stream.freetv.fun/zhong-tian-zong-he-1.ctv
中視,https://stream.freetv.fun/zhong-shi-8.m3u8
中視,rtmp://f13h.mine.nu/sat/tv091
八大綜合,https://stream.freetv.fun/ba-da-zong-he-2.m3u8
公視,https://stream.freetv.fun/gong-shi-2.m3u8
公視,https://stream.freetv.fun/gong-shi-3.m3u8
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.246.135:1234
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.253.135:9000
凤凰中文,http://wouu.net:9977/rtp/239.93.0.162:2192?Cf=cfss.cc
凤凰中文,https://stream.freetv.fun/03fa44bc510bac215c386e4e02bb5ecf4236b348e53ff4e3f0b8bd721cbaf142.ctv
凤凰中文,https://stream.freetv.fun/055fd0088b3f216546c19d45700775c682b30836f177ac327bf5f56ae4fcb7b4.ctv
凤凰中文,https://stream.freetv.fun/22448838d0d3b395b90859ec0fb68ea82ac112fe9b29ed03122106fc6218d339.m3u8
凤凰中文,https://stream.freetv.fun/62d74be30d8730ee2b7ff62c6e79642254209fc739c8c08065c467a083f9f8e4.ctv
凤凰中文,https://stream.freetv.fun/a69efa1a0897a5f69ceed5b9cb6ee600febec9eb51447544a2d74a43cd89059e.ctv
凤凰中文,https://stream.freetv.fun/c8ad10f8d135ebbea6b77779874c1d8a6da07d925786ac11f855c0dfa87b4487.m3u8
凤凰测试,http://www.erbao1981.top:8188/udp/239.76.246.135:1234
凤凰测试,https://stream.freetv.fun/72d84f92913ca494af3fc278402cbc84cb371aa17c90b241c1f6f9c9db2fad8d.ctv
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.246.134:1234
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000
凤凰资讯,http://www.yao87.com:4022/udp/239.76.246.135:1234
凤凰资讯,https://stream.freetv.fun/365abed617311b3087815270a01bbb1d65df0daff72de9def9891bdda280b5bf.m3u8
凤凰资讯,https://stream.freetv.fun/5d7829f1e2f83754bf297d6f0876f1a859e5b39bc9d000e4d1041c2a44340812.ctv
凤凰资讯,https://stream.freetv.fun/694fdb1003254a4701099d3cb0b5ddd644fb51c13cf19eeab026440b3069d3c3.m3u8
凤凰资讯,https://stream.freetv.fun/6a18a5b48dd18355b53011a2ed5b8d9a3c044e189435f374f1fbe8d30dca0bf9.ctv
凤凰资讯,https://stream.freetv.fun/b5d918869ad35ba4c99c6a12cfa87469e8783cb4b7d8d8342dcbba12c71d21b3.m3u8
凤凰资讯,https://stream.freetv.fun/c122cf3090dfec4b2121b98d8d4bec70e82e7c17309a2dc5c297a1df45fc0f4c.m3u8
凤凰资讯,https://stream.freetv.fun/ef8604e01a7fb4c5ca1c4ebd7d257a0eb177ed122ef87e1e565b3e3025e7d255.ctv
凤凰资讯,https://stream.freetv.fun/f28f307d60caeb98e000700b12f96fefab1d01f7c3fe468a91b003d9d00f6343.m3u8
凤凰资讯,https://stream.freetv.fun/f7e68fd608138dfdaf65c123b8d96906a9b612e027b768b0f22473f43d2c2e4d.ctv
愛爾達綜合臺,https://histar.zapi.us.kg/?id=elta-zonghe
愛爾達綜合臺,https://stream.freetv.fun/ai-er-da-zong-he-1.ctv
新加坡中文台,https://stream.freetv.fun/b13894fcbe1620c589c6566c088695585eace5619ed86eade38419f6931f18e5.m3u8
日本1,https://stream.freetv.fun/fcf48c6e48e699df421d31f384f27f2816c4c9ffc33d03680f2cb3ab3e4114ba.m3u8
日本2,https://stream.freetv.fun/7dfaf7b7af6e20bcbde90c7cda44e0f129e0656d68bed80349711b5461ec14fc.m3u8
日本3,https://stream.freetv.fun/6ec4364e070ef57307ee73c90e9c7d8ac6d587882c0788194f985b69e2f5f4c5.m3u8
日本4,https://stream.freetv.fun/c4a11ce80459d1c4acc342f340f6238ee0f9e520ef32b6f53464e9eaf78b13a6.m3u8
日本5,https://stream.freetv.fun/62f93cf39a660f30c7f4671ee5876d5e0d60bbc350261837765b48f45b2cd57d.m3u8
日本6,https://stream.freetv.fun/2ec88184d685b3fc7bb6cbef6cce807628822564f6a12534d89a14d97bf972f5.m3u8
日本7,https://stream.freetv.fun/40a80b586a8906660aad6c16fb8704d52581b2284cf9755e0fb94728563c5c21.m3u8
日本8,https://stream.freetv.fun/015b564499b9090b8939f36907e1d8751eb067f703223917242014e414454dde.m3u8
日本qvc,https://stream.freetv.fun/67dceb795cd71db65d140b528fb6335c667331ff642b532acd4c51653a6af8ef.m3u8
日本女子摔角,https://111-62-231-74.bytefcdnrd.com/live/425809rPYwShHzf1.flv?302_type=cold_aggr&_session_id=2571609168.n.cn-ns245y.94g5_18694&cb_retry=0&did=10000000000000000000000000001501&domain=tc-tct.douyucdn2.cn&expire=0&fp_user_url=https%3A%2F%2Ftc-tct.douyucdn2.cn%2Fdyliveflv3%2F425809rPYwShHzf1.flv%3FwsAuth%3D05c84a36bc63340c926177024594a67e%26token%3Dweb-h5-0-425809-0d55b691ab24634e8666bb6647bba4f383617d7f7d1430df%26logo%3D0%26expire%3D0%26did%3D10000000000000000000000000001501%26pt%3D2%26st%3D3%26sid%3D392368640%26mcid2%3D0%26origin%3Dtct%26mix%3D0%26isp%3D&isp=&logo=0&manage_ip=&mcid2=0&mir=true&mix=0&node_id=&origin=tct&pro_type=http2&pt=2&redirect_from=pod.cn-ns245y.94g5.nss&redirect_from_ip=117.149.205.42&sid=392368640&st=3&token=web-h5-0-425809-0d55b691ab24634e8666bb6647bba4f383617d7f7d1430df&vhost=tc-tct.douyucdn2.cn&wsAuth=05c84a36bc63340c926177024594a67e
日本女子摔角,https://stream.freetv.fun/78e1569763a20994c44062d18ed2f567af373473c276671b1f5c17bdd3b484f3.ctv
日本映画専門チャンネル,https://stream.freetv.fun/90987a91a862c98e0014ed9b745b9352abb8980eae7743d3849428a858624c65.m3u8
映画,https://stream.freetv.fun/624e089212997ab6f526774f6fbcb597f493cdbe8b6160de69f58267137418ba.m3u8
東森綜合,https://histar.zapi.us.kg/?id=ebc-ettv
東森綜合,https://stream.freetv.fun/dong-sen-zong-he-1.ctv
東森綜合,https://stream.freetv.fun/dong-sen-zong-he-4.ctv
東森綜合,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=ettvzhonghe
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-2.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-3.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-4.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-5.m3u8
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-6.m3u8
東森超視,https://histar.zapi.us.kg/?id=ebc-super
東森超視,https://stream.freetv.fun/dong-sen-chao-shi-8.ctv
東森超視,rtmp://220.130.201.73/sat/tv331
東森超視,rtmp://f13h.mine.nu/sat/tv331
民視,https://stream.freetv.fun/min-shi-2.m3u8
民視,rtmp://220.130.201.73/sat/tv051
民視,rtmp://f13h.mine.nu/sat/tv051
民視臺灣臺,https://stream.freetv.fun/min-shi-tai-wan-3.m3u8
港台电视 31,http://cdn.1678520.xyz/xsj.php?id=rthk31&xl=0
港台电视 31,https://stream.freetv.fun/9bb20e32c7b31f916a8142ee0f5bf5f1fc501ae5cf5eb224dad14edcd7ec747e.ctv
港台电视 32,http://cdn.1678520.xyz/xsj2.php?id=rthk32&xl=0
港台电视 32,https://stream.freetv.fun/f68060f0f69e51c16cee2b48bfbc6e43189a0770f51e5ab186ffca44359c0072.ctv
港台电视33,https://stream.freetv.fun/9c25a3d744660e829b1975f10ee0041f11245e8630e5aaaa69248ce939db64ce.m3u8
港台电视33,https://stream.freetv.fun/e399f2061e40fb7f4505c902f376dc19dd743154e6d6c8ef03479e424cd3c258.m3u8
港台电视34,https://stream.freetv.fun/13adeb75fd3a23bf8522c4a678b824d944a133caf85efdee16fd2e259656dd5f.m3u8
港台电视34,https://stream.freetv.fun/14015df925caf6be38574c8d9655761fa2ca2b012eba5b13287a17af0cbfe9eb.m3u8
港台电视35,https://stream.freetv.fun/6d3d0c5ca3dc578f98e7eb199b7e50349bfa930e723cb16c2a55ecdae8dd2ef7.m3u8
港台电视35,https://stream.freetv.fun/f96d1d4aba3d0494c4630f94dcf8983582e04ca59e5dc9d2d18f28e439dd7ed1.m3u8
澳視澳門,http://cdn.1678520.xyz/xsj.php?id=tdm&xl=0
澳視澳門,http://cdn.1678520.xyz/xsj.php?id=tdm&xl=0
澳視澳門,https://stream.freetv.fun/ao-shi-ao-men-1.ctv
澳視澳門,https://stream.freetv.fun/ao-shi-ao-men-4.ctv
澳門衛視,http://cdn.1678520.xyz/xsj.php?id=mstv&xl=0
澳門衛視,http://cdn.1678520.xyz/xsj2.php?id=mstv&xl=0
澳門衛視,https://stream.freetv.fun/ao-men-wei-shi-1.ctv
澳門衛視,https://stream.freetv.fun/ao-men-wei-shi-2.ctv
緯來精采,https://stream.freetv.fun/d7fb67b6ad553367e15a443a726eb62c44d1775de9b706ebde77eead8d67ba58.m3u8
緯來育樂,rtmp://220.130.201.73/sat/tv701
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
红牛tv,https://stream.freetv.fun/5f67565dabb4e861655d7ae459f3475ab50b36f6e2276579f1a8828953476ab8.m3u8
红牛tv,https://stream.freetv.fun/dafeba70715a6c707a204ae8924634ad51ec1c2c352b87d32dbefdd94981008a.m3u8
红牛运动,https://stream.freetv.fun/13ffdf436b8a749b0f3050b714e14969dd455b37b7e6a083dfad5e5ff89b9cd1.m3u8
红牛运动,https://stream.freetv.fun/f8eed9c99e698fdab23a36391efb997fbce39d53a0ad9b75e8a61c935aa29101.m3u8
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
翡翠台,https://stream.freetv.fun/fei-cui-4.ctv
翡翠台,https://stream.freetv.fun/fei-cui-6.ctv
翡翠台,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=Tvbjade
華視,https://stream.freetv.fun/hua-shi-1.m3u8
華視,https://stream.freetv.fun/hua-shi-6.ctv
華視,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=ctshd_twn
華視,rtmp://f13h.mine.nu/sat/tv111
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-1.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-2-1.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-2-2.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-2-4.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-1.m3u8
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-2.m3u8
財經資訊,http://cdn10.jdshipin.com/smt.php?id=tvbcaijing_twn
財經資訊,https://stream.freetv.fun/cai-jing-zi-xun-1.ctv
靖天國際,https://stream.freetv.fun/jing-tian-guo-ji-1.m3u8
靖天國際,https://stream.freetv.fun/jing-tian-guo-ji-2.ctv
靖天國際,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=jingtianintl_twn
香港衛視,http://cdn.1678520.xyz/xsj.php?id=hks&xl=0
香港衛視,http://cdn.1678520.xyz/xsj2.php?id=hks&xl=0
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港衛視,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-1.ctv
